perfume_id,sentence_no,sentence,batch,src_file
30624,3,상큼하면서도 크림처럼 부드러운 과일 향이면 좋겠어. 패션프루트가 먼저 느껴지고 뒤에는 깨끗했으면 해.,2,32_evalset_batch2_generated_B.csv
30991,1,어둡고 신비로운 나무 향을 찾고 있어. 진한 베리의 단맛과 부드러운 백단향이 섞여 관능적이면 좋겠어.,4,32_evalset_batch4_generated_B.csv
30991,2,밤에 어울리는 매혹적인 향이면 좋겠어. 달콤한 검은 열매와 크림 같은 나무 향이 깊고 부드러웠으면 해.,4,32_evalset_batch4_generated_B.csv
30991,3,남녀 모두 쓸 수 있는 독특한 나무 향을 원해. 따뜻한 나무와 어두운 과일 향이 섞여 몽환적이면 좋겠어.,4,32_evalset_batch4_generated_B.csv
34696,1,처음에 상큼한 감귤 향이 강하게 터지고 이후에는 연기 낀 나무 향으로 바뀌는 남성적인 향을 찾고 있어.,1,32_evalset_batch1_generated_B.csv
34696,2,밝은 과일 향으로 시작하지만 너무 가볍지 않았으면 해. 시간이 지나면 그을린 나무 같은 묵직함이 남으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
34696,3,존재감 있는 상큼한 향을 원해. 첫 향은 톡 쏘는 감귤 느낌이고 뒤에는 건조하고 연기 나는 나무 향이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
36599,1,봄여름에 바닷가 공기 같은 향을 찾고 있어. 짭짤한 바람과 부드러운 꽃향이 섞이고 편안했으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
36599,2,조용한 해변에서 쉬는 듯한 향이면 좋겠어. 시원한 바다 향에 크림 같은 흰 꽃이 은은하게 느껴졌으면 해.,3,32_evalset_batch3_generated_B.csv
36599,3,짠 바다 향을 좋아하지만 너무 거칠진 않았으면 해. 산뜻한 꽃향과 부드러운 느낌이 함께 있었으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
37574,1,격식 있는 자리에 쓸 우아한 향을 찾고 있어. 감귤로 산뜻하게 시작해서 꽃과 바닐라가 부드럽게 이어지면 좋겠어.,4,32_evalset_batch4_generated_B.csv
37574,2,추운 날 잘 어울리는 세련된 향이면 좋겠어. 상큼한 첫 향 뒤에 달콤한 바닐라와 풍성한 꽃향이 남았으면 해.,4,32_evalset_batch4_generated_B.csv
37574,3,남녀 모두 쓸 수 있는 고급스러운 향을 원해. 처음엔 산뜻하고 시간이 지나면 꽃과 바닐라가 포근했으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
38345,1,출근할 때 매일 쓰기 좋은 깔끔한 꽃향을 찾고 있어. 상큼한 감귤로 시작하고 단정하고 성숙했으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
38345,2,회사에서 부담 없이 쓸 향이면 좋겠어. 밝은 꽃향과 톡 튀는 감귤 향이 섞이고 전체적으로 깨끗했으면 해.,4,32_evalset_batch4_generated_B.csv
38345,3,복잡한 향보다 단순하고 세련된 향을 원해. 상큼하게 시작해서 은은한 꽃향으로 이어졌으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
39030,1,회사에서 쓰기 좋은 단정하고 고급스러운 향을 찾고 있어. 부드러운 꽃향에 깨끗한 비누 느낌이 있었으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
39030,2,전문적이고 세련된 분위기를 주는 여성스러운 향이면 좋겠어. 크림 같은 꽃향과 포근한 깨끗함을 원해.,1,32_evalset_batch1_generated_B.csv
39030,3,어디에나 잘 어울리는 우아한 향을 찾고 있어. 햇살을 머금은 꽃처럼 밝으면서 시간이 지나면 비누처럼 깨끗했으면 해.,1,32_evalset_batch1_generated_B.csv
39123,1,따뜻한 날 쓰기 좋은 상큼하고 달콤한 향을 찾고 있어. 과일 향으로 시작해서 깨끗하게 마무리되면 좋겠어.,4,32_evalset_batch4_generated_B.csv
39123,2,남녀 누구나 편하게 쓸 여름 향이면 좋겠어. 신선한 과일 느낌이 있고 너무 진하거나 무겁지 않았으면 해.,4,32_evalset_batch4_generated_B.csv
39123,3,밝고 깨끗한 과일 향을 원해. 첫 향은 상큼하고 달콤하지만 전체적으로 가볍고 산뜻했으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
39885,1,사계절 쓸 수 있는 은은하고 고급스러운 향을 찾고 있어. 꿀의 달콤함과 보송한 꽃향이 차분하게 섞였으면 해.,3,32_evalset_batch3_generated_B.csv
39885,2,달콤하지만 끈적하지 않은 성숙한 향이면 좋겠어. 부드러운 꿀 향에 보송한 꽃과 풀 느낌이 있었으면 해.,3,32_evalset_batch3_generated_B.csv
39885,3,편안하고 조금 향수를 불러일으키는 향을 원해. 은은한 꿀과 꽃향이 중심이고 차분하고 우아했으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
41188,1,갓 세탁한 흰 셔츠처럼 깨끗한 향을 찾고 있어. 오렌지꽃 느낌에 고소하고 부드러운 아몬드 향이 남으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
41188,2,회사에서 부담 없이 쓸 수 있는 단정한 향이면 좋겠어. 비누처럼 깨끗하면서 크림 같은 아몬드 향이 났으면 해.,1,32_evalset_batch1_generated_B.csv
41188,3,남녀 누구나 쓰기 좋고 포근한 향을 원해. 깨끗한 면옷 느낌에 은은한 꽃향과 고소한 단향이 섞였으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
44122,1,한여름에 시원하게 쓸 향을 찾고 있어. 민트와 풀잎 냄새로 시작해서 숲과 바다가 함께 떠오르면 좋겠어.,2,32_evalset_batch2_generated_B.csv
44122,2,깔끔하고 세련된 남성적인 여름 향이면 좋겠어. 갓 면도한 뒤처럼 산뜻하면서 자연스러운 허브 향을 원해.,2,32_evalset_batch2_generated_B.csv
44122,3,"더운 날 답답하지 않은 자연스러운 향을 찾고 있어. 시원한 민트와 풀, 바닷바람 같은 느낌이 함께 났으면 좋겠어.",2,32_evalset_batch2_generated_B.csv
44281,1,갓 세탁한 흰옷처럼 아주 깨끗한 향을 찾고 있어. 보송한 천과 살냄새가 섞이고 회사에서도 무난했으면 해.,3,32_evalset_batch3_generated_B.csv
44281,2,사계절 데일리로 쓸 빨래 향이면 좋겠어. 깨끗한 면이불처럼 편안하면서 살짝 보송한 꽃향도 있었으면 해.,3,32_evalset_batch3_generated_B.csv
44281,3,남녀 누구나 쓰기 좋은 깔끔한 향을 원해. 세탁한 옷과 깨끗한 피부가 떠오르고 너무 달지 않았으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
45877,1,덥고 습한 여름에 바닷바람 같은 향을 찾고 있어. 시원하고 깨끗하면서 회사에서도 부담 없이 쓸 수 있으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
45877,2,바다 근처에 온 것처럼 상쾌한 향이면 좋겠어. 한여름에도 답답하지 않고 깔끔하고 현대적인 분위기를 원해.,2,32_evalset_batch2_generated_B.csv
45877,3,여름 데일리로 쓸 시원한 향을 찾고 있어. 짠 바닷바람과 맑은 공기 같은 느낌이 자연스럽게 났으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
47550,1,샤워하고 집에서 편하게 뿌릴 향을 찾고 있어. 따뜻하고 포근하면서 기분 좋아지는 깨끗한 느낌이면 좋겠어.,2,32_evalset_batch2_generated_B.csv
47550,2,집에서 쉬는 날 어울리는 편안한 향이면 좋겠어. 처음은 상쾌하고 시간이 지나면 따뜻하고 부드러워졌으면 해.,2,32_evalset_batch2_generated_B.csv
47550,3,깔끔한 생활용품 같은 친숙한 향도 괜찮아. 씻고 나온 듯 산뜻하면서 뒤에는 포근한 온기가 남았으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
49144,1,겨울 밤 데이트나 클럽에서 쓸 강렬한 향을 찾고 있어. 달콤하고 매콤하면서 연기 같은 분위기도 있었으면 해.,4,32_evalset_batch4_generated_B.csv
49144,2,"회사보다는 밤 외출에 어울리는 진한 향이면 좋겠어. 따뜻한 단맛과 향신료, 스모키한 느낌이 함께 났으면 해.",4,32_evalset_batch4_generated_B.csv
49144,3,추운 날 존재감 있게 쓸 향을 원해. 첫 향은 강렬하고 달콤하면서 뒤에는 매콤하고 그을린 느낌이 남으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
51393,1,겨울에 포근하게 쓸 바닐라 향을 찾고 있어. 진한 럼 향과 달콤한 나무진 느낌이 따뜻하게 어우러졌으면 해.,4,32_evalset_batch4_generated_B.csv
51393,2,추운 밤에 어울리는 술 향 나는 단향이면 좋겠어. 숙성된 럼과 바닐라가 부드럽고 깊게 느껴졌으면 해.,4,32_evalset_batch4_generated_B.csv
51393,3,달콤하지만 단순하지 않은 겨울 향을 원해. 바닐라에 진한 술기운과 따뜻한 수지 향이 섞였으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
51499,1,관능적이고 깊은 가죽 향을 찾고 있어. 꽃향이 섞여 우아하면서도 오래된 영화처럼 고전적인 분위기면 좋겠어.,2,32_evalset_batch2_generated_B.csv
51499,2,데이트나 가까운 자리에서 인상적인 향을 원해. 부드러운 가죽과 짙은 꽃향이 겹치고 성숙한 느낌이면 좋겠어.,2,32_evalset_batch2_generated_B.csv
51499,3,흔하지 않고 여러 단계로 변하는 향이면 좋겠어. 야성적인 가죽 향에 우아한 꽃향이 더해져 묘하게 섹시했으면 해.,2,32_evalset_batch2_generated_B.csv
53613,1,봄여름에 어울리는 복숭아와 꽃 향을 찾고 있어. 달콤한 열매로 시작해서 촉촉한 꽃다발 느낌으로 변하면 좋겠어.,4,32_evalset_batch4_generated_B.csv
53613,2,과일과 꽃향이 여러 겹으로 변하는 향이면 좋겠어. 복숭아와 베리 향 뒤에 작약과 오렌지꽃이 느껴졌으면 해.,4,32_evalset_batch4_generated_B.csv
53613,3,여성스럽고 화사한 향을 원해. 복숭아의 부드러운 단맛에 젖은 꽃다발 같은 느낌이 자연스럽게 이어지면 좋겠어.,4,32_evalset_batch4_generated_B.csv
54381,1,라벤더 향이 중심인 편안한 향을 찾고 있어. 남녀 모두 쓰기 좋고 차분하면서 보송한 느낌이면 좋겠어.,4,32_evalset_batch4_generated_B.csv
54381,2,머리 식힐 때 맡기 좋은 자연스러운 라벤더 향이면 좋겠어. 부드럽고 포근하면서 너무 달지는 않았으면 해.,4,32_evalset_batch4_generated_B.csv
54381,3,사계절 편하게 쓸 라벤더 향을 원해. 향이 차분하게 변하면서 마지막에는 살짝 포근한 가루 느낌이 나면 좋겠어.,4,32_evalset_batch4_generated_B.csv
54516,1,검은 정장에 어울릴 만큼 우아한 향을 찾고 있어. 감귤과 초록 잎 향에 따뜻한 단맛이 은근히 있었으면 해.,3,32_evalset_batch3_generated_B.csv
54516,2,고전적이지만 품격 있는 향이면 좋겠어. 이끼 낀 숲 같은 깊은 향에 상큼함과 부드러운 단맛이 섞였으면 해.,3,32_evalset_batch3_generated_B.csv
54516,3,"가볍고 시원한 향보다 깊고 복잡한 향을 원해. 초록 식물과 감귤, 따뜻한 풀꽃 향이 겹쳐졌으면 좋겠어.",3,32_evalset_batch3_generated_B.csv
55558,1,성숙한 남자가 쓰기 좋은 어두운 향을 찾고 있어. 향신료와 허브가 복잡하게 섞이고 시원한 물 느낌도 있었으면 해.,4,32_evalset_batch4_generated_B.csv
55558,2,밝은 바다 향보다 깊고 묵직한 향을 원해. 매콤한 향신료와 풀 향에 어두운 물가 같은 분위기가 있었으면 해.,4,32_evalset_batch4_generated_B.csv
55558,3,"더운 한여름보다는 선선한 날 쓸 남성적인 향이면 좋겠어. 허브와 향신료, 깊은 물향이 함께 느껴졌으면 해.",4,32_evalset_batch4_generated_B.csv
56098,1,데이트할 때 쓰기 좋은 달콤한 향을 찾고 있어. 라즈베리와 바닐라가 섞이고 솜사탕처럼 사랑스러웠으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
56098,2,여성스럽고 살짝 섹시한 단향이면 좋겠어. 새콤달콤한 베리와 부드러운 바닐라가 함께 느껴졌으면 해.,4,32_evalset_batch4_generated_B.csv
56098,3,솜사탕처럼 달콤하지만 너무 어린 느낌은 싫어. 라즈베리 과즙과 바닐라가 성숙하게 어우러졌으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
56402,1,고소한 아몬드 우유 같은 부드러운 향을 찾고 있어. 살결에 자연스럽게 붙는 듯 포근하고 관능적이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
56402,2,사계절 쓰기 좋은 은은한 향이면 좋겠어. 크림 같은 아몬드 향에 깨끗하고 따뜻한 살냄새가 섞였으면 해.,1,32_evalset_batch1_generated_B.csv
56402,3,달달한 아몬드 향을 좋아하지만 디저트처럼 무거운 건 싫어. 부드럽고 우아하면서 가까이서 은근히 느껴지면 좋겠어.,1,32_evalset_batch1_generated_B.csv
56993,1,추운 날 저녁에 쓸 달콤한 향을 찾고 있어. 사과 같은 과일 향에 따뜻한 향신료와 크림 느낌이 있었으면 해.,3,32_evalset_batch3_generated_B.csv
56993,2,가을겨울에 어울리는 포근한 남성 향이면 좋겠어. 달큰한 사과로 시작해서 부드럽고 고소하게 마무리됐으면 해.,3,32_evalset_batch3_generated_B.csv
56993,3,밤에 쓰기 좋은 따뜻한 과일 향을 원해. 사과의 달콤함과 매콤한 향이 섞이고 뒤에는 크림처럼 부드러웠으면 해.,3,32_evalset_batch3_generated_B.csv
56994,1,매일 부담 없이 쓸 수 있는 아주 은은한 향을 찾고 있어. 부드럽고 단정하면서 남들과 조금 다른 느낌이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
56994,2,가까이에서만 살짝 느껴지는 조용한 향이 좋아. 깨끗하고 우아하면서 복잡하지 않은 분위기였으면 해.,1,32_evalset_batch1_generated_B.csv
56994,3,향수 뿌린 티가 많이 나지 않는 자연스러운 향을 원해. 가볍고 섬세하면서 차분한 느낌이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
58907,1,진짜 찻잎을 우린 것 같은 향을 찾고 있어. 신선하고 맑으면서 남녀 누구나 편하게 쓸 수 있으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
58907,2,차 마실 때 나는 은은한 향처럼 자연스러운 향이면 좋겠어. 상쾌하게 시작하고 너무 달거나 무겁지 않았으면 해.,4,32_evalset_batch4_generated_B.csv
58907,3,평범한 과일 향 말고 찻잎 느낌이 선명한 향을 원해. 산뜻하면서 차분하고 깔끔한 분위기였으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
61811,1,바닐라 향을 찾는데 케이크처럼 달기만 한 건 싫어. 크림 같은 꽃향과 자연스러운 바닐라가 섞였으면 해.,3,32_evalset_batch3_generated_B.csv
61811,2,성숙한 느낌의 바닐라 향이면 좋겠어. 설탕처럼 단 향보다 꽃에서 나는 달콤함처럼 부드러웠으면 해.,3,32_evalset_batch3_generated_B.csv
61811,3,남녀 모두 쓸 수 있는 진한 바닐라 향을 원해. 감귤 향은 없고 크림 같은 꽃과 부드러운 단향이 중심이면 좋겠어.,3,32_evalset_batch3_generated_B.csv
64204,1,따뜻한 쌀밥과 말차가 떠오르는 독특한 향을 찾고 있어. 우유처럼 부드럽고 초록빛 풋풋함도 있었으면 해.,3,32_evalset_batch3_generated_B.csv
64204,2,편하게 입는 날 쓰기 좋은 고소한 향이면 좋겠어. 쌀의 포근함과 말차의 쌉싸름함이 자연스럽게 섞였으면 해.,3,32_evalset_batch3_generated_B.csv
64204,3,흔한 디저트 향 말고 독특한 향을 원해. 우유와 쌀처럼 부드럽고 고소하면서 젖은 잎 같은 향도 있었으면 해.,3,32_evalset_batch3_generated_B.csv
64372,1,연기와 나무 냄새가 진하게 나는 묵직한 향을 찾고 있어. 어둡고 강렬하면서 흔하지 않았으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
64372,2,불에 그을린 나무 같은 향이 중심이면 좋겠어. 달콤함보다는 깊고 거친 분위기에 개성이 강했으면 해.,2,32_evalset_batch2_generated_B.csv
64372,3,무난한 향보다 호불호 갈릴 정도로 진한 향을 원해. 짙은 연기와 마른 나무가 겹치는 느낌이면 좋겠어.,2,32_evalset_batch2_generated_B.csv
64500,1,밤에 어울리는 깊고 남성적인 향을 찾고 있어. 따뜻한 향신료가 선명하면서 관능적이고 고전적인 느낌이면 좋겠어.,3,32_evalset_batch3_generated_B.csv
64500,2,달콤하기만 한 향보다 매콤하고 묵직한 향을 원해. 성숙하고 진한 분위기에 이국적인 느낌도 있었으면 해.,3,32_evalset_batch3_generated_B.csv
64500,3,한 번 맡으면 기억에 남는 진한 향이면 좋겠어. 따뜻한 향신료가 중심이고 오래된 영화 같은 분위기를 원해.,3,32_evalset_batch3_generated_B.csv
64679,1,달콤한 장미 향을 찾고 있는데 귀엽거나 소녀 같은 느낌은 싫어. 검은 열매와 흙내음이 섞여 깊었으면 해.,3,32_evalset_batch3_generated_B.csv
64679,2,고급스럽고 어두운 분위기의 장미 향이면 좋겠어. 새콤한 검은 과일과 묵직한 흙 향이 함께 느껴졌으면 해.,3,32_evalset_batch3_generated_B.csv
64679,3,성숙하고 관능적인 꽃향을 원해. 풍성한 장미가 중심이고 과일의 달콤함과 어두운 분위기가 있었으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
64950,1,강렬하고 고급스러운 장미 향을 찾고 있어. 묵직한 나무진 향이 받쳐주면서 중동 느낌의 화려함이 있었으면 해.,3,32_evalset_batch3_generated_B.csv
64950,2,부드러운 장미보다 힘 있고 짙은 꽃향을 원해. 어두운 나무 향과 장미가 섞여 깊고 성숙했으면 좋겠어.,3,32_evalset_batch3_generated_B.csv
64950,3,화려하고 존재감 있는 향이면 좋겠어. 진한 장미에 묵직하고 그윽한 나무 향이 더해진 느낌을 찾고 있어.,3,32_evalset_batch3_generated_B.csv
66891,1,봄여름에 시원하게 쓸 파인애플 향을 찾고 있어. 달콤하고 과즙이 풍부하면서 밝고 장난스러운 느낌이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
66891,2,더운 날 뿌리기 좋은 상큼한 과일 향이면 좋겠어. 잘 익은 파인애플이 확 느껴지고 분위기는 가벼웠으면 해.,1,32_evalset_batch1_generated_B.csv
66891,3,젊고 활기찬 느낌의 향을 원해. 새콤달콤한 파인애플이 중심이고 누구나 편하게 좋아할 만했으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
66933,1,밤이나 격식 있는 자리에 어울리는 여성스러운 향을 찾고 있어. 자두와 바닐라가 부드럽고 고급스럽게 느껴지면 좋겠어.,4,32_evalset_batch4_generated_B.csv
66933,2,달콤한 자두 향에 크림 같은 바닐라가 섞인 향이면 좋겠어. 성숙하고 우아하면서 너무 어린 느낌은 싫어.,4,32_evalset_batch4_generated_B.csv
66933,3,여성스럽고 매혹적인 저녁 향을 원해. 과일의 달콤함과 부드러운 바닐라가 어우러지고 보송한 느낌도 있었으면 해.,4,32_evalset_batch4_generated_B.csv
68182,1,따뜻하고 포근한 바닐라 향을 찾고 있어. 크림처럼 부드럽고 달콤하면서 회사에서도 부담 없이 쓸 수 있으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
68182,2,디저트처럼 맛있는 바닐라 향이면 좋겠어. 달콤하지만 세련되고 나무 향이 살짝 섞여 차분했으면 해.,4,32_evalset_batch4_generated_B.csv
68182,3,추운 날 편안하게 느껴지는 단향을 원해. 진한 바닐라와 크림 느낌이 중심이고 너무 유치하지 않았으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
72554,1,남자가 쓰기 좋은 강렬한 가죽 향을 찾고 있어. 연기와 향신료가 섞여 어둡고 신비로운 느낌이면 좋겠어.,3,32_evalset_batch3_generated_B.csv
72554,2,밤에 어울리는 묵직하고 고급스러운 향이면 좋겠어. 가죽이 중심이고 향을 피운 듯한 연기가 남았으면 해.,3,32_evalset_batch3_generated_B.csv
72554,3,"남녀 모두 쓸 수 있지만 남성적인 쪽에 가까운 향을 원해. 가죽과 매콤한 향, 짙은 연기가 느껴졌으면 좋겠어.",3,32_evalset_batch3_generated_B.csv
72796,1,회사에서도 쓸 수 있는 남성적인 과일 향을 찾고 있어. 과즙 느낌에 부드러운 나무 향이 더해져 차분했으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
72796,2,가볍기만 한 과일 향보다 묵직하고 크림 같은 향이면 좋겠어. 남성적인 분위기에 나무 느낌도 있었으면 해.,2,32_evalset_batch2_generated_B.csv
72796,3,과일 향을 좋아하지만 너무 달거나 여성스럽진 않았으면 해. 부드럽고 진한 과일에 따뜻한 나무 향을 원해.,2,32_evalset_batch2_generated_B.csv
78755,1,한여름에 마실 망고 우유 같은 향을 찾고 있어. 진짜 망고 과즙과 코코넛이 크림처럼 부드럽게 느껴지면 좋겠어.,4,32_evalset_batch4_generated_B.csv
78755,2,휴가 갈 때 쓸 열대 과일 향이면 좋겠어. 달콤한 망고에 우유와 코코넛 느낌이 섞여 시원하고 부드러웠으면 해.,4,32_evalset_batch4_generated_B.csv
78755,3,평범한 과일 향보다 독특하고 맛있는 향을 원해. 생망고와 코코넛 밀크 같은 느낌이 선명했으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
79178,1,봄여름에 잘 어울리는 밝고 여성스러운 꽃향을 찾고 있어. 햇살 같은 따뜻함과 공기처럼 가벼운 느낌이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
79178,2,고급스럽지만 어렵지 않은 꽃향을 원해. 노란 꽃의 부드러운 달콤함에 맑고 화사한 분위기가 있었으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
79178,3,사람들이 편하게 좋아할 만한 우아한 향이면 좋겠어. 밝은 꽃향이 풍성하면서도 답답하지 않고 산뜻했으면 해.,1,32_evalset_batch1_generated_B.csv
80042,1,여름 바닷가에 어울리는 이국적인 향을 찾고 있어. 짭짤한 바다 향과 노란 꽃 향이 함께 느껴졌으면 해.,3,32_evalset_batch3_generated_B.csv
80042,2,더운 날 기분 좋아지는 열대 분위기의 향이면 좋겠어. 바닷물의 짠 느낌과 화사한 꽃향이 섞였으면 해.,3,32_evalset_batch3_generated_B.csv
80042,3,휴양지에서 쓸 독특한 여름 향을 원해. 바다처럼 시원하고 짭짤하면서 선크림 같은 부드러운 꽃향도 괜찮아.,3,32_evalset_batch3_generated_B.csv
80467,1,어두운 분위기의 남성적인 향을 찾고 있어. 나무와 연기 느낌이 진하고 성숙하면서 신비로웠으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
80467,2,젊고 가벼운 향보다 묵직하고 차분한 향이 좋아. 나무 냄새와 스모키한 분위기가 강하게 느껴지면 좋겠어.,4,32_evalset_batch4_generated_B.csv
80467,3,남성적이고 존재감 있는 향을 원해. 깊은 나무 향과 어두운 분위기가 있고 너무 달콤하지 않았으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
81839,1,봄여름 출근할 때 쓸 시원한 향을 찾고 있어. 상큼한 감귤과 새콤한 대황 향에 바다 느낌이 있었으면 해.,3,32_evalset_batch3_generated_B.csv
81839,2,더운 날 기분 전환하기 좋은 향이면 좋겠어. 밝은 감귤로 시작해서 맑고 시원한 바닷바람처럼 느껴졌으면 해.,3,32_evalset_batch3_generated_B.csv
81839,3,회사에서도 부담 없는 현대적인 여름 향을 원해. 상쾌하고 깨끗하면서 바다처럼 탁 트인 분위기면 좋겠어.,3,32_evalset_batch3_generated_B.csv
85038,1,겨울에 어울리는 섹시하고 달콤한 향을 찾고 있어. 따뜻하고 진한 단향에 부드럽고 관능적인 분위기면 좋겠어.,1,32_evalset_batch1_generated_B.csv
85038,2,낮에도 밤에도 쓸 수 있는 여성스러운 겨울 향이면 좋겠어. 달콤하고 포근하면서 살짝 매혹적인 느낌을 원해.,1,32_evalset_batch1_generated_B.csv
85038,3,차가운 날씨에 잘 어울리는 진한 단향을 찾고 있어. 인형처럼 매끈한 달콤함과 따뜻한 분위기가 있었으면 해.,1,32_evalset_batch1_generated_B.csv
87922,1,어둡고 강렬해서 한 번 맡으면 기억에 남는 향을 찾고 있어. 장미와 흙내음 같은 깊은 향이 같이 났으면 좋겠어.,1,32_evalset_batch1_generated_B.csv
87922,2,밝고 무난한 향보다 밤에 어울리는 묵직한 향이 좋아. 짙은 꽃향과 축축한 흙 같은 분위기가 있었으면 해.,1,32_evalset_batch1_generated_B.csv
87922,3,호불호가 갈려도 괜찮으니 존재감 강한 향을 원해. 붉은 장미에 어둡고 거친 흙내음이 겹치는 느낌이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
94734,1,한여름 회사에서 쓰기 좋은 깨끗한 향을 찾고 있어. 상큼한 감귤로 시작해서 은은한 과일 향이 남으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
94734,2,더운 날 부담 없이 뿌릴 산뜻한 향이면 좋겠어. 비누처럼 깨끗하고 가벼우면서 자연스러운 과일 느낌을 원해.,2,32_evalset_batch2_generated_B.csv
94734,3,출근할 때 쓸 무난하고 밝은 향을 찾고 있어. 상쾌한 과일과 깨끗한 살냄새가 은근하게 어우러졌으면 좋겠어.,2,32_evalset_batch2_generated_B.csv
98848,1,상큼하고 깔끔한 향을 찾고 있어. 감귤 향이 부드럽게 시작하고 민트의 시원함이 더해졌으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
98848,2,여름에 편하게 쓸 산뜻한 남성 향이면 좋겠어. 톡 쏘지 않는 감귤과 시원한 민트가 균형 있게 느껴졌으면 해.,4,32_evalset_batch4_generated_B.csv
98848,3,누구나 좋아할 만한 깨끗한 향을 원해. 밝은 감귤 향에 민트의 상쾌함이 있고 전체적으로 부드러웠으면 좋겠어.,4,32_evalset_batch4_generated_B.csv
100813,1,가을겨울 데이트에 쓸 차분한 향을 찾고 있어. 장작 연기와 마른 나무 향이 자연스럽게 느껴지면 좋겠어.,1,32_evalset_batch1_generated_B.csv
100813,2,남녀 모두 잘 어울리는 세련된 겨울 향이면 좋겠어. 은은한 연기 냄새와 삼나무 같은 건조한 향을 원해.,1,32_evalset_batch1_generated_B.csv
100813,3,추운 날 가까운 자리에서 맡기 좋은 향을 찾고 있어. 따뜻한 나무와 실제 불을 피운 듯한 연기 향이 있었으면 해.,1,32_evalset_batch1_generated_B.csv
101351,1,추운 날 밤이나 데이트에 어울리는 성숙한 향을 찾고 있어. 진한 술과 곡물 같은 고소한 향이 느껴지면 좋겠어.,2,32_evalset_batch2_generated_B.csv
101351,2,달콤하지만 어린 느낌은 없는 겨울 향이면 좋겠어. 술기운과 엿기름 같은 구수함이 섞여 깊고 부드러웠으면 해.,2,32_evalset_batch2_generated_B.csv
101351,3,밤에 쓰기 좋은 묵직하고 복잡한 향을 원해. 달큰한 술과 구운 곡물 느낌이 있고 시간이 지나며 부드러워졌으면 해.,2,32_evalset_batch2_generated_B.csv
103564,1,더운 여행지에서 쓸 상큼한 향을 찾고 있어. 쌉싸름한 오렌지 껍질과 탄산음료 같은 톡 쏘는 느낌이면 좋겠어.,3,32_evalset_batch3_generated_B.csv
103564,2,달달한 귤 향 말고 자연스러운 오렌지 향을 원해. 껍질의 씁쓸함이 살아 있고 시원하게 톡톡 튀었으면 해.,3,32_evalset_batch3_generated_B.csv
103564,3,한여름에 기분 전환되는 감귤 향이면 좋겠어. 쌉싸름하고 탄산감 있는 오렌지 향에 세련된 느낌을 원해.,3,32_evalset_batch3_generated_B.csv
103715,1,여름에 학교나 회사에서 편하게 쓸 향을 찾고 있어. 밝고 호불호 적으면서 너무 개성 강하지 않았으면 해.,1,32_evalset_batch1_generated_B.csv
103715,2,운동하고 나서도 부담 없이 뿌릴 수 있는 산뜻한 향이면 좋겠어. 더운 날 잘 어울리고 누구나 좋아할 느낌으로.,1,32_evalset_batch1_generated_B.csv
103715,3,향수 처음 쓰는 사람도 쉽게 쓸 만한 걸 찾고 있어. 깔끔하고 현대적인 느낌에 열대 분위기가 살짝 있었으면 해.,1,32_evalset_batch1_generated_B.csv
113627,1,솜사탕과 마시멜로처럼 달콤하지만 답답하지 않은 향을 찾고 있어. 폭신하고 깨끗한 느낌이면 좋겠어.,1,32_evalset_batch1_generated_B.csv
