query_id,query_text,source,source_row,selection_hash,r1_eligibility,r1_ineligible_reason,r1_resolution_type,r1_primary_expression_type,r1_secondary_expression_types_json,r1_direct_accords_json,r1_direct_canonical_notes_json,r1_seasons_json,r1_dayparts_json,r1_avoid_accords_json,r1_avoid_canonical_notes_json,r1_bridge_phrase,r1_bridge_evaluation_text,r1_excluded_other_requirements,r1_bridge_applicability,r1_notes,r2_eligibility,r2_ineligible_reason,r2_resolution_type,r2_primary_expression_type,r2_secondary_expression_types_json,r2_direct_accords_json,r2_direct_canonical_notes_json,r2_seasons_json,r2_dayparts_json,r2_avoid_accords_json,r2_avoid_canonical_notes_json,r2_bridge_phrase,r2_bridge_evaluation_text,r2_excluded_other_requirements,r2_bridge_applicability,r2_notes,adj_eligibility,adj_ineligible_reason,adj_resolution_type,adj_primary_expression_type,adj_secondary_expression_types_json,adj_direct_accords_json,adj_direct_canonical_notes_json,adj_seasons_json,adj_dayparts_json,adj_avoid_accords_json,adj_avoid_canonical_notes_json,adj_bridge_phrase,adj_bridge_evaluation_text,adj_excluded_other_requirements,adj_bridge_applicability,adj_notes,adjudication_note
SQ0066,"너는 향수 매장에서 향수를 판매하고 있는 셀러야. 모든 종류의 향수를 판매하고있어서 어울리는 향수를 찾아서 추천할 수 있어. 나는 향수를 뿌려본 적 없어서 관련 지식이 없는 사람이야. 그런 사람이 이해할 수 있게 설명을 곁들여서 향수를 세가지 추천해줘 다양한 향과 가격대로 추천할 것 나는 20대 중반 남성이고, 교육을 수강하러 다녀. 향수를 뿌림으로써 다음 효과를 기대해 주변 동료들이 느끼기에 깔끔한 이미지 얻음 너무 강하지 않아 은은한 향으로 상대방에게 불쾌감을 주지 않음",survey_2026_08,67,90fc6249f060fb3ab38b7a1996923b78c19db54bd4a2932ba71cf29de2d3d6fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0067,데이트갈때 우드향나고 은은하게 났으면 좋겠어.,survey_2026_08,68,c6fdf29b651da548e6f88c700a7932409a01b23b2bf2f892febbd265e30ec7ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0068,"아래 조건에 부합하는 향수 3가지 추천해. 향수의 향과 가격 등 상세 정보와 추천하는 이유 작성해서 제출하도록. 좋아하는 향: 달다구리, 시트러스 계열도 괜찮음 싫어하는 향: 담배냄새 지속력: 한 번 뿌렸을 때 잔향이 좀 오래 갔으면 함 가격: 20만원 이내",survey_2026_08,69,d337176554a7510a31fa1818af6950a3d3d2963124fdfe51bd6bdc314adebb58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0069,"향수1, 향수2, 향수3 쓰고 있는데 비슷한 느낌의 향수 추천해줘 계절감 고려해서 알려줘",survey_2026_08,70,dca1406bd0436cd76f6c9d1f6298b3f6ed3ee29c70e4892e07c810f82dd21506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0070,"나는 향에 예민해서 계속 맡아도 머리 아프지 않은 자연스러운 향수가 필요해. 우디나 금속, 가죽 느낌은 싫고 너무 화장품 느낌도 싫어. 자연에서 유래된 향이었으면 좋겠어. 너무 달콤한 것도 별로야. 우디가 섞이더라도 메인 노트가 아니면 괜찮아. 그리고 너무 흔해서 남들이 엄청 많이 쓰는 향은 아니었으면 좋겠어. 워터 베이스면 더 좋아.",survey_2026_08,71,ac0345dfbd1cf197a2b15206149c8a3bb95100cf74454e8473e0dfd5c25e514f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0071,겨울 아침에 딱~ 일어나서 창문을 열었는데 느껴지는 차갑고 상쾌한 향(탑노트). 점심에 느껴지는 밸런스가 느껴지는 머스크 계열의 향(미들노트) .저녁에 느껴지는 해가지는 느낌의 우디한 무거운 향(베이스노트),survey_2026_08,72,7d27bc515b66ab94cd2bc60b19dab08770697a3d90278eddb1824686a4f5df72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0072,"내가 원하는 향수는 데일리로 가볍게 사용할 수 있는 향수야. 탑노트는 조금 가벼운 느낌이었으면 좋겠고, 미들노트는 머스크 향이 가볍지만 깔끔하게 깔렸으면 좋겠어.",survey_2026_08,73,8f2b8dae83d562d71e59ffcba9803c0ca6d35d25d2d3520fa3fa01b5a66bf89a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0073,"나는 깨끗하고 시원한 향을 좋아하고, 편백나무, 산내음처럼 자연스러운 향을 좋아해. 그래서 주로 우디나 플로럴한 계열을 좋아하는데, 대신 스파이시한 계열은 좋아하지 않아. 이런 나한테 향수를 추천해줄래?",survey_2026_08,74,4d26cbf56d307ab2e4acde47629f17594b778b3fbb22ed97f360ab532dca90b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0074,"진한 향수는 싫어, 가벼운 향수를 원하고 너무 우디하지 않은 풀냄새 계열의 향수를 추천해줘. 근데 또 너무 진한건 싫어. 플로럴 향은 제외해줘. 다시 한번 말하는데 향이 진하면 안돼. 여름 제외하고 사용할 거야. 가격대별로 한국에서 구매할 수 있는 향수 리스트를 알려줘.",survey_2026_08,75,b1c017931f9c4c36e6b42a682fbad0eb2ca43c61e40745ad201c9d85482e3c97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0075,넵 알겠습니다.,survey_2026_08,76,9be98c8f49479f0569cc41ead72627dcd23ef3c8874e8f2e4dba8888ac71c0c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0076,"행복하게 해주는 허브 향 (로즈마리가 메인이면서, 조화롭게 어우러지는 다른 허브 들)",survey_2026_08,77,8c2d707f7f5d81b6acfd72e23a6f4fc0669db8d05e5d837c0e92946a225e738b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0077,"이번에 데이트를 하게 됬는데 지금은 여름이고 난 겨울용 향수밖에 없어. 현재 메인으로 쓰고있는 향수는 러쉬의 트와일라잇 향수고, 최애향수야. 은은한 머스크향도 좋아하고 플로럴향도 포함되어있는 여름용 향수 몇개 추천해줘.",survey_2026_08,78,34afd0bf66e582bcac4d22c5a84ee885fadea8b396704fd15b43e1976909d9e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0078,"친구한테 향수를 선물해주고싶어, 탑, 미들 노트는 각각 프룻, 헤비 플로럴이고 잔향은 은은한 바닐라였으면 좋겠어. 가을이 다와가지만 여름에 대한 미련이 살짝 남은듯한 그런 느낌인 향수 추천해줘",survey_2026_08,79,9712635c5b3bda93e87dfc09ee0df5f51b71cbdeb1aac466a0b32439d70abedf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0079,"약간 달달하지만, 인공적인 향이 나지 않고, 또 너무 강하진 않은 타인이 맡았을 때 부담스럽지 않은 향이 났으면 좋겠어요 또 지속력은 오래가면 좋을 것 같아 아 그리고 러쉬에서 맡은 20만원 정도 하는 향수 되게 향 좋았는데 이름이 기억 안 나 그거도 되게 달달했던거 같은데 좋은 향이었어",survey_2026_08,80,2ef7b2d365221fe9e1abeb7d16ef482f77a7ddce95b40e79d13b719619efca46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0080,예,survey_2026_08,81,49e475de0bf96c36e72c6f9b779ee5fc13cbdb7b7e7012db7adb79b7db57c7dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0081,"향은 달달하고 프루티한데 은은하게 오래가는 향수 추천해줘,",survey_2026_08,82,0d32d3471f55463ced4547f13981ea07515a14b5d31da0b37182f515bc364a64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0082,여름에 잘 어울리는 상쾌하고 리프레싱한 향수 추천해줘. 과일향이 나면 좋을 것 같아. 가격대는 30만원대까지 괜찮아.,survey_2026_08,83,8cfa0216148ceff2455a8f9e18fc165a704b88c00ee2d43d0e11e4d2da36b0cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0083,다른사람이 향을 맡았을 때 거슬리지 않고 푸근하고 상큼한 향의 향수,survey_2026_08,84,7efb5d3f9bfa585b0c626332d69fe2fb7cf186da753d62fbc04eecbcae2a99e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0084,"너는 조향사야. 나는 평소에 머스크, 시트러스를 선호하는 편인데, 여름에 사용할 무겁지 않은 향수 추천해줘.",survey_2026_08,85,34fc6dfd95b46094245bc9e0c95d51549e68a011806e0e19eeb0ee60e7ea1af7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0085,"바닐라, 코코넛 향이 나는 향수를 추천해 줘. 백화점에서 직접 살 수 있는 브랜드 향수면 좋겠어. 향수 노트와 연상되는 이미지, 브랜드, 가격을 정리해서 최대한 많이 나열해 줘.",survey_2026_08,86,299a47ddb942ce012b7a53ce17fe0e0badce66a199e1fe9f8042a13872b9e0a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0086,"남성용 향수 추천해줘 나는 20살 남성이고 땀이 많은 편이야 땀나는데 향수냄새까지 하면 더 불쾌한 냄새가 난다고 해서 잘 알아보고 사려고해 가능한 모든 웹페이지를 찾아보고 후기, 특성 을 잘 알아보고 추천해줘",survey_2026_08,87,cfd1158dc678d2479886640be7c901ad5ffcebf85d6cb146df6be9406307a6f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0087,"3만원에서 10만원 사이 가격대의 향수를 추천해줘. 데이트할 때 상대방에게 나의 향을 각인시키기 위해 일상적으로 뿌려도 거부감 없고, 부담스럽지 않은 향이었으면 좋겠어. 또한 서점과 어울리는 차분하면서 안정되는 향이 좋아. 그리고 너무 여성스러운 이미지의 향보다는 중성적이거나 남성적인 향에 가까운 것이 좋아",survey_2026_08,88,2d12948b5bec8cf22841a9fe2e77a87f45d0ff4bac28a8ecc35ccc3de86a995b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0088,너무 인위적이지않은 코튼향 추천좀여,survey_2026_08,89,5f2d3dd64b61da7a4e4602dbfaf79fc6d7144c3fe1829540a64d547f2c75977f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0089,여름에 쓸 시원한 향이나 시트러스 계열의 향수를 찾고 있어. 10만원 이하의 인터넷 구매 가능한 시원한 향이나 시트러스 계열의 향수를 추천해줄래?,survey_2026_08,90,84fa845952337be21388450d5c3b2fc34d7f5cfde2c2d3515b53df54d54dc7b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0090,"내가 자주 사용하는 모스키노 토이2 EDP 향수가 있는데, 조금 더 저렴한 브랜드 중 이 향이랑 가장 비슷한 향 추천해줘",survey_2026_08,91,2c9f650ef25e0b8734c98ce2d9b44f84b4f7d76b0cc6d43d93440a25b4e6984e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0091,플로럴과 시트러스 향을 위주로 여름에 잘 쓸 수 있는 향수를 추천해줘. 차분하고 성숙한 분위기가 나면 좋겠어. 근데 향이 너무 세서 머리가 아프지 않아야 해. 지속력은 길고 가격은 15만원 안으로 추천해줘.,survey_2026_08,92,6fcd0cee677c99efb0a141c6fdf209873ccd0d2ef2562f5adadabdaa1cbc3b3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0092,"여름 장마가 올 때, 상쾌한 향기가 나는 향수를 찾고 싶어",survey_2026_08,93,a2ecb811cb1d748a6b9679250dd6cc5bd212c1a962639ea3684cd7adbeb4d17f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0093,시트러스 계열의 약간 워터리한 노트를 가진 향수 추천해줄래?,survey_2026_08,94,437d46b6a5d0238d359cbc58028d8b8c0771f9cfe2050ee052ce0222ec428dde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0094,난 꽃향이랑 약간 상큼한거 좋아해 가격 상관없이 대중적으로 인기 있는 향수 5개 추천해줘 깨끗하고 부드러운 이미지로 찾아도 돼,survey_2026_08,95,8b1d63d9fcc4786d9cd98238e8f5742cf7809a62abd6c188f751755ca576e329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0095,달콤한데 너무 어리거나 무겁지 않고 상큼한 과일느낌나는 향수 추천해줘. 약간 플로럴한 느낌도 있었으면 좋겠어,survey_2026_08,96,25ff5ca36169431c03b6a9707276d518a4a6031c60f1e8b2b875132ea8996217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0096,가을에 맞는 코튼향인데 남자가 사용해도 괜찮을법한 코튼 향수 추천해줘,survey_2026_08,97,1ad65be20206cb5b1ce8ae262a4bbc2985bbbb6be12e9a91228c03271fd8bb03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0097,지속력이 좋지만 향이 너무 진하지 않고 플로럴 계열이면서 인공적이지 않고 산뜻한 느낌을 주는 향수를 추천해줘,survey_2026_08,98,d0b5039a82da5db2fcb61c1b8438e6f35dee47baad55f288e1c05097b5421298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0098,"프롬프트 : 27세 한국인 남성이 사용할 예정이고, 이 사람은 키가 크고 체격이 큰 편이라서 부드러운 인상은 아니야. 또한 여름에 주로 사용할 예정이여서 시원한 분위기가 좋을 것 같아. 리뷰들을 고려해서 적합하고 대중적인 향수 3가지를 추천해.",survey_2026_08,99,2285208d6e947aa2e9f81cdc16014834e94a5e7dde63c219a9acc4b9bbb1d1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0099,우디향이나 머스크향 같은 묵직한 향을 좋아해. 가격대는 10만원 대의 냄새 지속시간이 긴 향수들 5가지 추천해줘.,survey_2026_08,100,75f57a73c71bcda2aadacb38902d106971447b871ce8645466950fef14e1d0e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0100,"은은하고 깨끗한 냄새. 독하지 않아야 함. 자연물 냄새(풀, 꽃, 과즙)가 좋아용",survey_2026_08,101,d34cc98578ad46821f363b7ae9522af6859c372ef455df47c7e702ac03ec912a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0101,네,survey_2026_08,102,1160a864d955811b7c7b4be0f44f924412326a16b23621f48d1bdae689bfe123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0102,데일리하게 뿌릴 수 있는 향수 근데 아침에 뿌리고 나가도 하루종일 유지되는거 계속 뿌리기 귀찮음,survey_2026_08,103,84d68b8eb10402d569d3a87d57630f2913c6695b78ca73bf84bd67759de79733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0103,음 나는 머스크는 싫어 그리고 장미향도 싫어 그리구 나는 데일리로 사계절 내내 쓰고 싶어 무난하게 호불호 없는 향수 추천해줘,survey_2026_08,104,30d1161e72cd3ff0ab60952877dc7fcd827a14ce915d1e8e9ebf373dc2e8b40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0104,"코코넛 향 나는거 추천해줘. 막 달달한 느낌도 아니고 무거운 느낌도 아닌거 같은데, 한번 뿌리면 8시간 이상은 유지되었으면 좋겠어. 바닐라나 막 패션 후르츠같은 완전 단 느낌도 아니야. 그냥 샴푸나 바디워시에서 코코넛 향 되어있는 그런 느낌의 향수를 원해.",survey_2026_08,105,7f5e25755705655627227017c3097c83a5cf9b301a04f58a0da5fc18907c6be7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0105,주말 오후에 따뜻한 햇살을 받으며 침대 위에 누워있는 듯한 느낌의 향수 추천해줘,survey_2026_08,106,80feaf84200b92f9451c54620acdb3675fe4b7b89414e81127294a4302a28dc7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0106,우디 머스크향인데 플로럴 살짝 들어가서 중성적이면서도 여성적인 향수 근데 또 다른 사람들이 흔하게 쓰는 향수가 아니어야 함 잔향도 길게 나야하고 향수 지속성이 길어야함,survey_2026_08,107,c5f6ed909a701967b9cd1306914e9054a86c9607b56fdc75ff3d59a27a9a3b1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0107,"마냥 나이들어보이지 않지만 너무 대학생같지 않았으면 좋겠는데, 강한 플로럴 계열은 싫고, 차분한데 숲같은 느낌이 좋아. 근데 담백한 과일계열도 좀 들어갔으면 좋겠어. 중성적인 느낌이 좋아.",survey_2026_08,108,4e95bdab043babd60777e1c42265597fac8cdaedfebfbf751c3b29219936c5d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0108,내 이미지와 내가 좋아하는 향이 매치가 안 될 때는 어떻게 원만하게 합의볼 수 있을까?,survey_2026_08,109,cb6f96054d8ded9508b322eeb06b65e6d6557084016fb66078535d2b8a9a04ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0109,내 스타일과 어울리는 향수를 추천해줘,survey_2026_08,110,f9ff10c782497128ae5abcf398ba5bb0e25386ac9172640f0e544195e5c48862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0110,향수에 대해 아무것도 모르는 향수 초보자가 사용할만한 향수 뭐가 있을까? 추천해줘. 참고로 난 너무 쌘 향은 싫어해,survey_2026_08,111,e84d987078fb4f200a7347675c75b5cfba1d214103f222380c29a1e02af5247b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0111,섬유유연제 같은 인공적인 향이안나면서 뿌렸을때 어느정도 향이 느껴지는 허브계열 향이 나는 향수를 추천해줘,survey_2026_08,112,cea50bff0a4eb667b5009b8af855d6605c01c9c68a67b15386f9b95812b23e32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0112,가을에 어울리는 우디 계열 향수 추천해줘,survey_2026_08,113,78c33ead2556f038df5b2e6675fb662258e293aecf46503f5042610463ee23e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0113,"시트러스, 우디, 프레시, 머스크",survey_2026_08,114,30273d559674716d94934835b48c71b3a89f90801676f496f1cf3060da54fb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0114,나한테 어울리는 향수 찾아줘,survey_2026_08,115,ad042ac7aa1499f9d8b351471081078944d00907dc1182da5efc983c2bc3b11f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0115,"향수를 하나 사고 싶은데 추천해줘. 평소에 사용할 수 있는 데일리 향수를 원하기 때문에 향은 많이 강하지 않은, 일상에서 사용할 수 있는 코튼향 또는 플로럴 향이었으면 좋겠어. 그렇지만 지속력은 최소 1시간은 되었으면 좋겠고, 가격도 10만원은 넘기지 않았으면 하고, 작은 용량 패키지가 있는 상품을 원해.",survey_2026_08,116,30e05266ab3769e80ed113fa84e66ef848a57c6246c4cd1536aba213b276fdf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0116,여름에 잘 어울리는 향수는?,survey_2026_08,117,44e786dd4044045df37bd50f630da0f92505b10b25630f1a9bc604a197e30521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0117,"최근에 공연장에서 나랑 비슷한 어떤 또래 사람이 지나갔는데, 향수 향이 무척 좋았어. 그래서 물어봤더니 크리드 - 어벤투스 향수를 사용한다고 했는데, 가격이 좀 많이 비싸. 혹시 이와 비슷한 계열의 향을 가지면서 동시에 가격이 상대적으로 저렴한 향수가 있는지 궁금해.",survey_2026_08,118,9da51b8ae32e00abaee8870333ca9da2eb6036a58607eff30310cf7291b0981b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0118,"너무 진하지 않으면서, 흔하지 않으면서, 유니크한 향수.",survey_2026_08,119,d8b82b85269f1338363a82e39dcae36373cab356a21b31f7f62585b368aad15e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0119,네,survey_2026_08,120,77992439ecdabb73108ae5277e5963da9f5955b45a2bca9919540e30f8d04e3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0120,"20~30대 남성이 일상용으로 사용하기 좋은 향수를 찾고 있어. 화이트머스크 및 비누 향이 나는 향수를 찾고 있는데, 향이 너무 강하거나 자극적이지 않았으면 좋겠어.",survey_2026_08,121,43b502adaff27cdef7c49431155a7c6903817247c96e9ec88ac6544ca610b981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0121,"플로럴 계열의 향을 좋아하고, 향이 너무 강하거나 무겁지 않았으면 좋겠어요. 은은하게 퍼지면서도 잔향이 오래 남아 금방 사라지지 않는 향을 원해요. 너무 흔하거나 뻔한 향보다는 은근히 분위기 있고 호감 가는 느낌이면 좋겠고, 무엇보다 지속력이 좋은 향수를 추천받고 싶어요.",survey_2026_08,122,14277b7346e0487628bb2161c0588d2334a871e5c03b9c37a27f8542dff924eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0122,향수 살건데 여름에 어울리는 시원한 느낌이지만 너무 가볍지는 않았으면 좋겠고 꽃향이나 코를 찌르는 향 대신 부드럽고 잔향 좋은 향수 3개 추천해줘,survey_2026_08,123,79b13a37423d79f0bf26ee1507385407c9b4d2e7a04d3f2ecb6500d1cd281dad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0123,나랑 가장 잘 어울리는 향수가 궁금해,survey_2026_08,124,84ee78c614a8bdbc232bd6f6e72a5e0a26422357b515a16a59733dd3d6e9732e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0124,"내가 향수는 좋아하지만 코가 예민해서 인공적인 향이나 과한 향수 냄새를 싫어해. 그래서 지속력은 좋으면서 잔잔하고 청량하면서 달달한 향이 나는 향수를 추천해줘 꽃향도 좋아. 단, 우드,장미,머스크,복숭아 향은 싫어",survey_2026_08,125,e57015f10d1d9a2610e8e3b6fb2910c540fdbd9ed512803ba90711fda4020655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0125,네,survey_2026_08,126,88a66e496cbc77a92ff903adcae4b01aa0aea09beef9ec48b8c5e2e6619f9f83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0126,약간 나의 분위기랑 맞은 향은 뭘까,survey_2026_08,127,bb3169c14d83767643af8e17dac8ecada1cd11ff3b3d9fe93bb6c733a6209146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0127,흔하지 않으면서도 여성스러운 향. 달달한 느낌보다는 우디한 계열. 성숙하면서도 20대 중반의 밝은 느낌을 담았으면 좋겠음. 지속력이 강하기를 바람.,survey_2026_08,128,902f6357ae217626fb6bbdffa9568e32ca300bf3badc72f9c384975142e0b4e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0128,묵직한데 아저씨같지는 않은 향수,survey_2026_08,129,be90833ca9f7b4a156223a4112aaf65b617f0274b663a2a48f4ae40a294f9263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0129,"시원한 향, 남성용, 땀 흘려도 괜찮은 향수가 필요합니다. 어떤 종류가 있나요?",survey_2026_08,130,f65b5660a495b56d35617ff14723c34fadbf174b23666ec761cfdcac40741a36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0130,산뜻하고 숲속에 온 거 같은 피톤치드 가득한 느낌이 나는 향을 원해. 향수 추천해줘,survey_2026_08,131,526ff0bdaaba92c046b3d3211d14622ec6eb5cd320cd060c69def64bde303ce3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0131,"첫 향은 달콤한데, 성숙하면서 좀 묵직한 꽃향의 향수",survey_2026_08,132,19c081f4ef6df22e32f29edfb0d9187ea5689bbbb1c6a26a81b2b085ef29f3ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0132,나는 머스크 계열 향을 좋아하고 무겁지 않고 가벼운데 잔향은 오래 남는 포근한 느낌이 좋아. 상큼한 향도 괜찮아. 내 취향에 맞춰서 향수 추천해줘,survey_2026_08,133,36aa3c94e2e8a5b7de65c8dbe23c4a824a285b1887d1da7ae1c9b96269f0f425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0133,가볍고 향 맡으면 머리 안아픈 향을 추천해줘,survey_2026_08,134,00d75d8107a281386007fd34eb45d5edd6845e79906ef0dd59693b4f89d492e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0134,냄새 좋은거,survey_2026_08,135,a444a44bfea197731a5e2e926f566e107fadd50d963e36123044d848592f7723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0135,네.,survey_2026_08,136,95b8425645fd434cc8369ce8f898f35ca03bff8436b3d8ed0535dfd6ee21b673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0136,내가 원하는 향수는 향이 너무 강하지 않았으면 좋겠어. 향이 강해서 머리가 아픈적이 있었거든. 그리고 빨래향 같이 자연스러운 향이 좋아서 그런 계열의 향이었으면 좋겠어.,survey_2026_08,137,6fbc411f5214dc18d4a9ef83993dbcf709f563bd9ced607aca4ce6e7761d037c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ0137,은은하게 나는 향수. 깔끔하고 정갈한 냄새가 났으면 좋겠음. 레몬향이나 과일향에 가까운 향.,survey_2026_08,138,237633b8c873b408c70408f68bddade602109a479cb97cabc721a602ea8b8e5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
