task_type,query_id,resolution_type,primary_expression_type,bridge_evaluation_text,anonymous_item_id,target_type,target_feature,feature_definition,bridge_status,top_accords_json,top_notes_json,middle_notes_json,base_notes_json,flat_notes_json,context_json,displayed_feature_glossary_json,r1_rating,r2_rating,adj_rating,r1_abstain_cause,r2_abstain_cause,adj_abstain_cause,r1_missed_allowed_targets_json,r2_missed_allowed_targets_json,adj_missed_allowed_targets_json,r1_outside_target_candidates_json,r2_outside_target_candidates_json,adj_outside_target_candidates_json,adjudication_note
RETRIEVAL,SQ0002,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,시트러스 향처럼 시원하고 깔끔한 향,SQ0002-C02,,,,,"[{""name"": ""citrus"", ""strength"": 100.0}, {""name"": ""nutty"", ""strength"": 60.0}, {""name"": ""sweet"", ""strength"": 58.0}, {""name"": ""almond"", ""strength"": 50.0}, {""name"": ""fresh spicy"", ""strength"": 35.0}]",[],[],[],"[""Macadamia"", ""Bergamot"", ""Citruses"", ""Almond"", ""Custard""]","{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""citrus"", ""definition"": ""Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""nutty"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""sweet"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""almond"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh spicy"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Bergamot"", ""definition"": """", ""aliases"": [""Bergamot""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Citrus"", ""definition"": ""Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit."", ""aliases"": [""Citrus"", ""Citruses""], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Almond"", ""definition"": """", ""aliases"": [""Almond""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0002,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,시트러스 향처럼 시원하고 깔끔한 향,SQ0002-C03,,,,,"[{""name"": ""citrus"", ""strength"": 100.0}, {""name"": ""vanilla"", ""strength"": 46.0}, {""name"": ""powdery"", ""strength"": 33.0}, {""name"": ""amber"", ""strength"": 23.0}, {""name"": ""aromatic"", ""strength"": 22.0}]","[""Lemon"", ""Bergamot""]","[""Orange"", ""Iris"", ""Jasmine""]","[""Vanilla"", ""Amber""]",[],"{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""citrus"", ""definition"": ""Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""vanilla"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""amber"", ""definition"": ""Amber is used to describe a complex note in fragrances that are a mixture of warm, woody and sweet notes that impart a rich and comforting character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aromatic"", ""definition"": ""Aromatic notes are complex notes that are sometimes also described as having a diffusive aroma. They may be recognized in cooking as culinary herbs and spices, but they have a full fragrance quality."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Lemon"", ""definition"": """", ""aliases"": [""Lemon""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Bergamot"", ""definition"": """", ""aliases"": [""Bergamot""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Orange"", ""definition"": """", ""aliases"": [""Orange""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Iris"", ""definition"": """", ""aliases"": [""Iris""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vanilla"", ""definition"": """", ""aliases"": [""Vanilla""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Amber"", ""definition"": ""Amber is used to describe a complex note in fragrances that are a mixture of warm, woody and sweet notes that impart a rich and comforting character."", ""aliases"": [""Amber""], ""source"": ""IFRA primary descriptor definition""}]",,,,,,,,,,,,,
RETRIEVAL,SQ0002,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,시트러스 향처럼 시원하고 깔끔한 향,SQ0002-C04,,,,,"[{""name"": ""citrus"", ""strength"": 100.0}, {""name"": ""aromatic"", ""strength"": 48.0}, {""name"": ""fresh spicy"", ""strength"": 36.0}, {""name"": ""green"", ""strength"": 28.0}, {""name"": ""woody"", ""strength"": 21.0}]","[""Grapefruit"", ""Bergamot""]","[""Cassia"", ""Petitgrain"", ""Neroli""]","[""Patchouli"", ""Vanilla""]",[],"{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""citrus"", ""definition"": ""Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aromatic"", ""definition"": ""Aromatic notes are complex notes that are sometimes also described as having a diffusive aroma. They may be recognized in cooking as culinary herbs and spices, but they have a full fragrance quality."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh spicy"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""green"", ""definition"": ""Green is a broad descriptor that refers simply to those natural smell that are green – such as the distinctive scent of cut grass, hedgerow fruits flowers, and those green notes and many green materials that help impart natural smells in a more complex accord or mix of scents."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Grapefruit"", ""definition"": """", ""aliases"": [""Grapefruit""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Bergamot"", ""definition"": """", ""aliases"": [""Bergamot""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Petitgrain"", ""definition"": """", ""aliases"": [""Petitgrain""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Patchouli"", ""definition"": """", ""aliases"": [""Patchouli""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vanilla"", ""definition"": """", ""aliases"": [""Vanilla""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0002,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,시트러스 향처럼 시원하고 깔끔한 향,SQ0002-C05,,,,,"[{""name"": ""citrus"", ""strength"": 100.0}, {""name"": ""sweet"", ""strength"": 37.0}, {""name"": ""floral"", ""strength"": 35.0}, {""name"": ""fresh spicy"", ""strength"": 29.0}, {""name"": ""aromatic"", ""strength"": 27.0}]","[""Grapefruit"", ""Lime"", ""Bergamot"", ""Orange""]","[""Gentiana"", ""Pear""]","[""Musk"", ""Sandalwood""]",[],"{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""citrus"", ""definition"": ""Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""sweet"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""floral"", ""definition"": ""Floral notes belong to the large floral family that includes notes such as rose, jasmin, narcissus and others. Some fragrance materials have smells that are not one flower but multi-faceted, with a complex flowery character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh spicy"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aromatic"", ""definition"": ""Aromatic notes are complex notes that are sometimes also described as having a diffusive aroma. They may be recognized in cooking as culinary herbs and spices, but they have a full fragrance quality."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Grapefruit"", ""definition"": """", ""aliases"": [""Grapefruit""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Lime"", ""definition"": """", ""aliases"": [""Lime""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Bergamot"", ""definition"": """", ""aliases"": [""Bergamot""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Orange"", ""definition"": """", ""aliases"": [""Orange""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Pear"", ""definition"": """", ""aliases"": [""Pear""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Sandalwood"", ""definition"": """", ""aliases"": [""Sandalowood"", ""Sandalwood""], ""source"": """"}]",,,,,,,,,,,,,
CONCEPT,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-T01,ACCORD,fresh,,MAPPED,,,,,,,,,,,,,,,,,,,,
CONCEPT,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-T02,ACCORD,aquatic,,MAPPED,,,,,,,,,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C01,,,,,"[{""name"": ""musky"", ""strength"": 100.0}, {""name"": ""woody"", ""strength"": 89.0}, {""name"": ""marine"", ""strength"": 88.0}, {""name"": ""sweet"", ""strength"": 87.0}, {""name"": ""yellow floral"", ""strength"": 80.0}]","[""Sea Notes"", ""Mineral notes"", ""Lemon""]","[""Ylang-Ylang"", ""Jasmine"", ""Rose""]","[""Cashmeran"", ""Coconut"", ""Musk"", ""Mirabelle Plum""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.6018957345971564}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""musky"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""marine"", ""definition"": ""Marine covers smells that you expect to fine at the seashore – they tend to be fresh and sometimes ozonic, and often sea water-like."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""sweet"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""yellow floral"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Lemon"", ""definition"": """", ""aliases"": [""Lemon""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Rose"", ""definition"": """", ""aliases"": [""Rose""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Cashmeran"", ""definition"": ""IFF uses Cashmeran as the exact official ingredient name and supplies its identity and olfactive profile."", ""aliases"": [""Cashmeran""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Coconut"", ""definition"": """", ""aliases"": [""Coconut""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}]",,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C02,,,,,"[{""name"": ""woody"", ""strength"": 100.0}, {""name"": ""musky"", ""strength"": 93.0}, {""name"": ""citrus"", ""strength"": 87.0}, {""name"": ""powdery"", ""strength"": 70.0}, {""name"": ""aromatic"", ""strength"": 45.0}]","[""Italian Lemon"", ""Granny Smith apple""]","[""Ambrette (Musk Mallow)"", ""Jasmine Sambac"", ""White Rose""]","[""Sandalwood"", ""White Musk"", ""Virginia Cedar"", ""Amber""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.5452930728241563}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""musky"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""citrus"", ""definition"": ""Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aromatic"", ""definition"": ""Aromatic notes are complex notes that are sometimes also described as having a diffusive aroma. They may be recognized in cooking as culinary herbs and spices, but they have a full fragrance quality."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Sandalwood"", ""definition"": """", ""aliases"": [""Sandalowood"", ""Sandalwood""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Amber"", ""definition"": ""Amber is used to describe a complex note in fragrances that are a mixture of warm, woody and sweet notes that impart a rich and comforting character."", ""aliases"": [""Amber""], ""source"": ""IFRA primary descriptor definition""}]",,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C03,,,,,"[{""name"": ""fresh"", ""strength"": 100.0}, {""name"": ""white floral"", ""strength"": 95.0}, {""name"": ""citrus"", ""strength"": 84.0}, {""name"": ""aquatic"", ""strength"": 74.0}, {""name"": ""floral"", ""strength"": 68.0}]","[""Cascalone"", ""Hedione"", ""Neroli"", ""Sicilian Bergamot""]","[""Orange Blossom"", ""Jasmine""]","[""Musk"", ""Balsam Fir"", ""Atlas Cedar"", ""Heliotrope""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.6}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""fresh"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""white floral"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""citrus"", ""definition"": ""Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aquatic"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""floral"", ""definition"": ""Floral notes belong to the large floral family that includes notes such as rose, jasmin, narcissus and others. Some fragrance materials have smells that are not one flower but multi-faceted, with a complex flowery character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Heliotrope"", ""definition"": """", ""aliases"": [""Heliotrope""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C04,,,,,"[{""name"": ""musky"", ""strength"": 100.0}, {""name"": ""aromatic"", ""strength"": 98.0}, {""name"": ""marine"", ""strength"": 84.0}, {""name"": ""soapy"", ""strength"": 83.0}, {""name"": ""powdery"", ""strength"": 75.0}]","[""Marine notes"", ""Lavender"", ""Pink Pepper""]","[""Soap"", ""Violet Leaf"", ""Myrtle""]","[""Musk"", ""Cashmeran"", ""Sandalwood""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.30669546436285094}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""musky"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aromatic"", ""definition"": ""Aromatic notes are complex notes that are sometimes also described as having a diffusive aroma. They may be recognized in cooking as culinary herbs and spices, but they have a full fragrance quality."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""marine"", ""definition"": ""Marine covers smells that you expect to fine at the seashore – they tend to be fresh and sometimes ozonic, and often sea water-like."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""soapy"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Marine"", ""definition"": ""IFRA's Marine entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Marine covers smells that you expect to fine at the seashore – they tend to be fresh and sometimes ozonic, and often sea water-like."", ""aliases"": [""Marine notes""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Lavender"", ""definition"": """", ""aliases"": [""Lavender""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Cashmeran"", ""definition"": ""IFF uses Cashmeran as the exact official ingredient name and supplies its identity and olfactive profile."", ""aliases"": [""Cashmeran""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Sandalwood"", ""definition"": """", ""aliases"": [""Sandalowood"", ""Sandalwood""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C05,,,,,"[{""name"": ""white floral"", ""strength"": 100.0}, {""name"": ""fresh"", ""strength"": 79.0}, {""name"": ""musky"", ""strength"": 78.0}, {""name"": ""aquatic"", ""strength"": 72.0}, {""name"": ""ozonic"", ""strength"": 70.0}]","[""Watermelon"", ""Water Mint""]","[""Lily-of-the-Valley"", ""Litchi"", ""Rose""]","[""Musk"", ""Sandalwood"", ""Vanilla""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.7083333333333334}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""white floral"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""musky"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aquatic"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""ozonic"", ""definition"": ""Ozonic notes are fresh-smelling materials that don’t have a more specific note but may remind you of a fresh windy day. Sometimes they have a weak, almost chlorine-like smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Watermelon"", ""definition"": """", ""aliases"": [""Watermelon""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Muguet"", ""definition"": ""dsm-firmenich explicitly describes muguet as lily-of-the-valley and presents a molecule collection for constructing the note."", ""aliases"": [""Lily of the Valley"", ""Lily-of-the-Valley""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Rose"", ""definition"": """", ""aliases"": [""Rose""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Sandalwood"", ""definition"": """", ""aliases"": [""Sandalowood"", ""Sandalwood""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vanilla"", ""definition"": """", ""aliases"": [""Vanilla""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C06,,,,,"[{""name"": ""aromatic"", ""strength"": 100.0}, {""name"": ""green"", ""strength"": 89.0}, {""name"": ""aquatic"", ""strength"": 85.0}, {""name"": ""musky"", ""strength"": 85.0}, {""name"": ""woody"", ""strength"": 83.0}]","[""Herbal Notes"", ""Water Notes"", ""Cardamom""]","[""Juniper"", ""Verbena"", ""Sage"", ""Angelica""]","[""Musk"", ""Red Sandalwood"", ""Cashmere Wood"", ""Cedar"", ""Moss""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.5909090909090909}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""aromatic"", ""definition"": ""Aromatic notes are complex notes that are sometimes also described as having a diffusive aroma. They may be recognized in cooking as culinary herbs and spices, but they have a full fragrance quality."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""green"", ""definition"": ""Green is a broad descriptor that refers simply to those natural smell that are green – such as the distinctive scent of cut grass, hedgerow fruits flowers, and those green notes and many green materials that help impart natural smells in a more complex accord or mix of scents."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aquatic"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""musky"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Herbal"", ""definition"": ""IFRA's Herbal entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Herbal notes include culinary herbs (e.g. thyme, rosemary) that often have a green note and impart fresh nuances to a complex fragrance."", ""aliases"": [""Herbal Notes""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Juniper"", ""definition"": """", ""aliases"": [""Juniper""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Verbena"", ""definition"": """", ""aliases"": [""Verbena""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Sage"", ""definition"": """", ""aliases"": [""Sage""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}]",,,,,,,,,,,,,
