query_id,query_text,selection_reason,gold_scent,gold_context,gold_performance,gold_avoid,gold_additional,extended_scent,extended_context,extended_performance,extended_avoid,extended_additional,llm_scent,llm_context,llm_performance,llm_avoid,llm_additional,extended_exact,llm_exact,avoid_exact,additional_exact,avoid_normalized_equal,additional_normalized_equal,avoid_item_count_gold,avoid_item_count_llm,additional_item_count_gold,additional_item_count_llm,diff_fields,manual_decision,manual_issue_type,manual_comment
UQ0167,머스크말고 화이트 머스크 향이 나는 향수로 추천해줘.,AVOID_MISMATCH,"[""White Musk""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""머스크""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""머스크""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""musk""]","[""화이트 머스크 향이 나는 향수로 추천""]",False,False,False,False,False,False,1,1,0,1,scent|avoid|additional,,,
UQ0168,바질 냄새 싫어. 바질 냄새 안나는 그린 계열 향수 추천 해줘.,AVOID_MISMATCH,"[""green""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""바질 냄새 ""]","[""그린 계열""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""Basil""]","[""바질 냄새 안 나는 그린 계열 향수 추천""]",False,False,False,False,False,False,1,1,1,1,scent|avoid|additional,,,
UQ0169,"딸기 향기가 났으면 좋겠어. 달달한 거 말고, 진짜 싱싱한 딸기 향기 나는 향수 추천해줘.",AVOID_MISMATCH,"[""Strawberry""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""달달한 거""]","[""싱싱한 딸기 향기""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""달달한 거""]",[],"[""Strawberry""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""sweet""]","[""진짜 싱싱한 딸기 향기"",""달달한 것보다는 싱싱한 쪽을 원함""]",False,False,False,False,False,False,1,1,1,2,avoid|additional,,,
UQ0170,청량한데 남자 향수 냄새는 안났으면 좋겠음. 뭔말인지 알지?,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""남자 향수 냄새""]","[""청량""]",[],"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""청량한 느낌을 원함"",""남자 향수 냄새는 안났으면 좋겠음""]",False,False,False,False,False,False,1,0,1,2,avoid|additional,,,
UQ0171,처음에는 상쾌한데 시간이 지나면 포근하게 남는 향수 추천해줘.,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""처음에는 상쾌"",""시간이 지나면 포근""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""처음에는 상쾌한데 시간이 지나면 포근하게 남는 향""]",False,False,True,False,True,False,0,0,2,1,additional,,,
UQ0180,플로럴인데 파우더리하지 않고 잔향 오래가는 거 추천해줘,AVOID_MISMATCH,"[""floral""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""HIGH""}","[""파우더리""]",[],"[""floral"",""powdery""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""HIGH""}",[],[],"[""floral""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""HIGH""}","[""powdery""]",[],False,False,False,True,False,True,1,1,0,0,avoid,,,
UQ0182,겨울용 무거운 향인데 사무실에서도 부담없이 사용할 수 있는 향수 알려줘,ADDITIONAL_SAMPLE,[],"{""season"":[""winter""],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""무거운 향"",""사무실"",""부담없이 사용""]",[],"{""season"":[""winter""],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[""winter""],""daypart"":[""day""],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""winter용 무거운 향"",""사무실에서도 부담없이 사용할 수 있는 향수""]",False,False,True,False,True,False,0,0,3,2,context|additional,,,
UQ0185,산타마리아노벨라 시향했는데 너무 올드하더라. 젊은 느낌으로 추천해줄래?,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""올드""]","[""산타마리아노벨라 시향했는데 너무 올드"",""젊은 느낌""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""too old-fashioned""]","[""Santamaría Novella에서 시향한 향이 너무 올드하다고 느낌"",""젊은 느낌으로 추천""]",False,False,False,False,False,False,1,1,2,2,avoid|additional,,,
UQ0187,아이리스가 세련됐다던데 입문용으로 괜찮은 거 있어?,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""아이리스"",""입문용""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""입문용"",""아이리스가 세련됐다고 들은 것""]",False,False,True,False,True,False,0,0,2,2,additional,,,
UQ0192,지금 우디 향수만 여러 개 가지고 있어서 완전히 다른 계열 하나 사고 싶어.,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""우디""]","[""완전히 다른 계열""]","[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""woody""]","[""우디 향수는 제외하고 완전히 다른 계열 한 가지 구입하고 싶음""]",False,False,False,False,False,False,1,1,1,1,avoid|additional,,,
UQ0193,뭔가 깨끗하고 세련된 느낌이면 좋겠는데 정확히 어떤 향인지는 모르겠어.,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""깨끗하고"",""세련된""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""깨끗하고 세련된 느낌""]",False,False,True,False,True,False,0,0,2,1,additional,,,
UQ0194,포근한 니트 같은 느낌인데 달달하지 않은 향수 있을까?,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""달달""]","[""포근한 니트""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""포근한 니트 같은 느낌인데 달달""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""sweet""]","[""cozy knit-like feeling"",""not overly sweet""]",False,False,False,False,False,False,1,1,1,2,avoid|additional,,,
UQ0195,따뜻한 차 한 잔 마시면서 창밖에 비 오는 걸 보는 느낌의 향수 추천해줘.,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""따뜻한 차 한 잔"",""창밖에 비 오는 걸 보는""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""따뜻한 차 한 잔을 마시며"",""창밖에 비 오는 걸 보는 느낌""]",False,False,True,False,True,False,0,0,2,2,additional,,,
UQ0196,우디 향 좋아하는데 너무 무겁거나 아저씨 같은 느낌은 싫어.,AVOID_MISMATCH,"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""너무 무겁거나"",""아저씨 같은 느낌""]",[],"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""우디 향 좋아하는데 너무 무겁거나 아저씨 같은 느낌""]",[],"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""too heavy"",""old-fashioned/uncle-like feeling""]",[],False,False,False,True,False,True,2,2,0,0,avoid,,,
