query_id,query_text,baseline_exact,extended_exact,change_type,baseline_scent_correct,extended_scent_correct,scent_change,baseline_gender_correct,extended_gender_correct,gender_change,baseline_intensity_correct,extended_intensity_correct,intensity_change,baseline_longevity_correct,extended_longevity_correct,longevity_change,baseline_avoid_correct,extended_avoid_correct,avoid_change
UQ0114,부드러운 우디 향수 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0115,호텔 로비 같은 고급스러운 향수 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0116,달달하지만 너무 느끼하지 않은 향수 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0117,시트러스 향이 오래가는 향수 추천해줘,False,True,FIXED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT
UQ0118,니치 향수 입문용으로 추천해줄 만한 거 있어?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0119,10만 원대에서 살 만한 향수 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0120,20만 원 이하로 가성비 좋은 향수 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0121,20대 후반 남자한테 어울리는 향수 내놔,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0122,결혼하는 사람한테 선물해줄 향수는 뭐가 있을까?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0123,운동하고 뿌리면 좋을 남자 향수가 필요해,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0124,요즘 올리브영이나 백화점에서 가장 핫하고 인기 많은 여자 향수 알려줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0125,호불호 안 갈리고 누구나 맡았을 때 '좋다'고 느낄 만한 향수 추천좀,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0126,향수 초보인데 실패 확률 제일 적고 남들이 다들 좋다고 하는 남자 향수는 뭐가 있어,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0127,이번에 향수 하나 장만하려는데 남자 향수는 요즘 뭐가 제일 잘 나가냐?,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0128,호불호 안 갈리는 여자친구 선물용 향수 추천,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,False,REGRESSED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0129,비누 향이나 세탁 건조기처럼 포근하고 깨끗한 향 나는 남자 향수 찾고 있어요,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0130,향수병 디자인이 독특하거나 예술적인 향수 추천해 주세용,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0131,우디 향수가 좋아~,True,True,STILL_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0132,바다가 떠오르는 여름용 남자 향수가 필요해,False,False,STILL_WRONG,False,False,SAME_WRONG,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0133,디자인이 엄청 고급스럽고 화려해서 선물용으로 소장 가치 있는 향수 병 디자인 추천해 줄래,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0134,요즘은 어떤 향수가 인기가 많냐?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0135,SNS에서 인기 많은 남자 향수는 어떤게 있니,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0136,겨울용 남자 향수가 필요한데 남들이 잘 안쓰는 독특한걸 찾고 싶어,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0137,그린 노트나 허브 향 나는 향수 추천해 줄래?,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0138,향이 오래가는 남자 향수 골라줘봐라,False,True,FIXED,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT
UQ0139,은은한 스모키함이나 가죽 향이 감도는 시크한 느낌의 남자 향수 찾아줘,False,False,STILL_WRONG,False,False,SAME_WRONG,False,True,IMPROVED,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0140,중성적인 향수에는 뭐가 있을까?,False,True,FIXED,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0141,"남친한테 향수 선물할 건데, 제일 유명한 남자 향수로 5개 정도 추천해줘",False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0142,밀폐된 공간에서 써도 안 어지러울만한 거 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0143,카리스마 있어보이는 딱딱한 향수 근데 여자걸로 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0144,한 5만원 이내로 살 수 있는데 백화점 향수 느낌 나는 거,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0145,천연 향신료 사용하는 성분 좋은 향수 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0146,가격 상관 없음. 리한나가 쓰는 향수 갖고싶어,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0147,지속력은 길었으면 좋겠는데 향이 멀리까지 퍼지는 건 싫어. 그런 향수 있어?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG,False,False,SAME_WRONG,True,False,REGRESSED
UQ0148,"향추 추천해줘. 달콤한 향은 좋은데, 바닐라는 싫어.",False,False,STILL_WRONG,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0149,"시원한 향은 좋은데, 남자 스킨 냄새는 진짜 별로야. 안 그런 거 있어?",False,False,STILL_WRONG,True,True,SAME_CORRECT,True,False,REGRESSED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0150,우디 향 좋아하는데 무겁거나 중후한 건 싫어. 추천 좀.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0151,"꽃향은 좋은데, 화장품 냄새 같은 꽃향은 싫음.",False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0152,패출리 들어간 향은 싫어. 그거 뺀 걸로 추천 좀.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0153,인센스나 절 냄새 나는 향수 개극혐이니까 그거 말고 다양한 종류로 추천 좀.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0154,"과일 향수 추천하는데 복숭아, 체리는 빼고 해줘. 그거 싫어.",False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0155,딥티크 탐다오랑 오르페옹 중에 출근용으로 뭐가 더 나아?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0156,블루 드 샤넬보다 덜 흔한 느낌으로 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0157,지금 쓰는 향수보가 조말론인데 조금 더 성숙한 느낌으로 바꾸고 싶어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0158,새벽 바닷가 같은 느낌인데 소금 냄새가 너무 강하진 않았으면 좋겠어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0159,비 오는 숲 같은데 흙냄새보다는 젖은 나무 냄새가 강했으면 좋겠어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0160,차가운 금속같은 이미지인데 향 자체는 너무 날카롭지 않았으면 좋겠어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0161,햇빛 받은 흰 셔츠 같은 느낌하고 싶은데 시트러스는 싫어.,False,False,STILL_WRONG,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0162,호텔 침구 같은 깨끗함! 근데 세제 냄새처럼 인위적이면 싫어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0163,"나 꿀 같은 향은 좋아하는데, 너무 냄새가 강하지는 않았으면 좋겠어. 그런 향수 있을까?",False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0164,장미 꽃 향기는 좋은데 인위적인 향기는 아니었으면 좋겠음. 추천 좀,False,False,STILL_WRONG,True,False,REGRESSED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0165,사과랑 자스민 냄새 같이 나는 향수 없나? 있으면 좋겠는데.,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0166,카라멜 향기 달달하게 났으면 좋겠어. 초코 향이면 안돼!!,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0167,머스크말고 화이트 머스크 향이 나는 향수로 추천해줘.,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,True,IMPROVED
UQ0168,바질 냄새 싫어. 바질 냄새 안나는 그린 계열 향수 추천 해줘.,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0169,"딸기 향기가 났으면 좋겠어. 달달한 거 말고, 진짜 싱싱한 딸기 향기 나는 향수 추천해줘.",False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,True,IMPROVED
UQ0170,청량한데 남자 향수 냄새는 안났으면 좋겠음. 뭔말인지 알지?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,False,REGRESSED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0171,처음에는 상쾌한데 시간이 지나면 포근하게 남는 향수 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0172,오래된 목조 도서관에 들어갔을 때 나는 냄새 같은 향수가 있을까?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0173,평소에는 조용한데 은근히 개성 있어 보이는 사람이 쓸 것 같은 향수 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0174,상대방 취향을 전혀 모르는데 선물하기 실패 확률 낮은 향수 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0175,미니멀하게 옷 입는 사람한테 어울리는 담백한 향수 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0176,실내에서만 있는 직업인데 답답하지 않은 향 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,False,REGRESSED
UQ0177,파우더리하고 장미느낌이 나는 옛날 향수는 어떤 있어?,False,False,STILL_WRONG,False,True,IMPROVED,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0178,30대 남자의 정장차림에 어울리는 지속력 좋은 향수 추천해줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT,False,True,IMPROVED,True,True,SAME_CORRECT
UQ0179,이솝 휠이랑 레이어링하면 좋은 향수 가르쳐줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0180,플로럴인데 파우더리하지 않고 잔향 오래가는 거 추천해줘,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,True,IMPROVED,False,False,SAME_WRONG
UQ0181,커피 노트가 들어간 향수 추천해줘,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0182,겨울용 무거운 향인데 사무실에서도 부담없이 사용할 수 있는 향수 알려줘,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0183,갓 깎은 잔디밭에 누워 있는 느낌이 날 수 있는 향수가 있을까?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0184,시프레 계열이 뭔지 모르겠는데 대표적인 거 몇 개만 알려주겠니?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0185,산타마리아노벨라 시향했는데 너무 올드하더라. 젊은 느낌으로 추천해줄래?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0186,오래된 헌책방 냄새 같은 향수 있어?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0187,아이리스가 세련됐다던데 입문용으로 괜찮은 거 있어?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0188,크리드 실버마운틴워터 사고 싶은데 너무 비싸. 비슷한데 더 저렴한거 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0189,무화과 노트 좋아하는데 그중에 제일 유명한 거 뭐야,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0190,단종된 향수랑 비슷한 걸 찾고 싶어. 파우더리하고 비누향이었어,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0191,베티버가 뭔지 궁금한데 베티버 들어간 향수 추천해줘,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0192,지금 우디 향수만 여러 개 가지고 있어서 완전히 다른 계열 하나 사고 싶어.,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0193,뭔가 깨끗하고 세련된 느낌이면 좋겠는데 정확히 어떤 향인지는 모르겠어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0194,포근한 니트 같은 느낌인데 달달하지 않은 향수 있을까?,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0195,따뜻한 차 한 잔 마시면서 창밖에 비 오는 걸 보는 느낌의 향수 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0196,우디 향 좋아하는데 너무 무겁거나 아저씨 같은 느낌은 싫어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG
UQ0197,강의실에서 뿌려도 민폐 아닌 강도의 가벼운 향수 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0198,헬스장용인데 땀이랑 안 겹치고 저렴한 향수를 추천받고 싶어.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0199,오렌지 블로썸 위주인 향수는 어떤게 있을까?,False,False,STILL_WRONG,False,False,SAME_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
UQ0200,탬버린즈 계열 좋아하는데 다른 국내 브랜드 추천해줘.,False,False,STILL_WRONG,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT,True,True,SAME_CORRECT
