surface_form,word,label,origin,label_note
껍질,콩껍질,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
시럽,객광시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,거름시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,거치장시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,굉개시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,구척시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,귀찬시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,기찬시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,까다락시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,까닥시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,까달시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,까탁시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,깔딱시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,깔탁시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,깨깡시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,깨탈시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,끄척시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,메꽈리시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,메꽐시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,메란시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,모락시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,모졸시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,몽창시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,묵달시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,미까리시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,미꽈리시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,미꽐시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,미알시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,미얄시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,벨시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,볼촉시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,부랑시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,불사시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,뻘새시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,뻘세시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,생강시럽,same,kiwi_morpheme,표면형과 뜻이 같다. 박힌 것이 아니라 사전이 의도한 대상이다
시럽,송시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,시장시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,안시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,알분시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,알시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,앵꼬시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,야시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,얄무시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,어양시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,얼분시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,엑삭시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,징글시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
시럽,쭈굴시럽,rare,kiwi_morpheme,방언·고어·전문어·고유명사라 검색창에 들어올 일이 없다
시럽,천연덕시럽,misfire,kiwi_morpheme,향과 무관한 낱말 안에 표면형이 박혔다. 오탐 근거가 된다
꿀,꿀꿀하다,misfire,note_81,kiwi 형태소 사전에 없는 신조어. 81번이 엔진으로 오탐을 확인했다
꿀,꿀팁,misfire,note_81,kiwi 형태소 사전에 없는 신조어. 81번이 엔진으로 오탐을 확인했다
잼,잼민이,misfire,note_81,kiwi 형태소 사전에 없는 신조어. 81번이 엔진으로 오탐을 확인했다
이불,이불킥,misfire,note_81,kiwi 형태소 사전에 없는 신조어. 81번이 엔진으로 오탐을 확인했다
초록,초록불,misfire,note_81,kiwi 형태소 사전에 없는 신조어. 81번이 엔진으로 오탐을 확인했다
분내,분내다,misfire,note_81,kiwi 형태소 사전에 없는 신조어. 81번이 엔진으로 오탐을 확인했다
