query_id,arm,perfume_id,sentence_no,sentence,batch,raw_response,parsed,status,error,attempts,prompt_tokens,completion_tokens,latency_seconds,model_name,prompt_version,prompt_sha256,run_timestamp
A-8700-2,A,8700,2,시원한 감귤 향과 향신료 같은 상쾌함이 있는 향을 원해. 풋풋한 풀 향도 은근히 났으면 좋겠어.,4,"{
  ""scent_preference"": [
    ""citrus"",
    ""spices""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""시원한 감귤 향"",
    ""향신료 같은 상쾌함"",
    ""풋풋한 풀 향이 은근히""
  ]
}","{""scent_preference"": [""citrus"", ""spices""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""시원한 감귤 향"", ""향신료 같은 상쾌함"", ""풋풋한 풀 향이 은근히""]}",ok,,1,642,118,1.305,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:03.299073+00:00
A-8700-3,A,8700,3,더운 날 쓰기 좋은 산뜻한 향이면 좋겠어. 새콤한 과일 향이 중심이고 약초 같은 향긋함도 조금 원해.,4,"{
  ""scent_preference"": [
    ""citrus"",
    ""fruity""
  ],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""더운 날 쓰기 좋은 산뜻한 향"",
    ""새콤한 과일 향이 중심"",
    ""약초 같은 향긋함도 조금""
  ]
}","{""scent_preference"": [""citrus"", ""fruity""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""더운 날 쓰기 좋은 산뜻한 향"", ""새콤한 과일 향이 중심"", ""약초 같은 향긋함도 조금""]}",ok,,1,637,125,1.869,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:05.168207+00:00
A-9558-1,A,9558,1,나무 향이 진하고 깊은 향나무 냄새가 강했으면 좋겠어. 포근한 살냄새와 따뜻한 향신료 느낌도 원해.,3,"{
  ""scent_preference"": [""woody"", ""warm spices""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""나무 향이 진하고 깊었으면 좋겠음"", ""향나무 냄새가 강했으면 좋겠음"", ""포근한 살냄새 느낌"", ""따뜻한 향신료 느낌""]
}","{""scent_preference"": [""woody"", ""warm spices""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""나무 향이 진하고 깊었으면 좋겠음"", ""향나무 냄새가 강했으면 좋겠음"", ""포근한 살냄새 느낌"", ""따뜻한 향신료 느낌""]}",ok,,1,641,121,1.678,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:06.845844+00:00
A-9558-2,A,9558,2,묵직하고 어두운 숲 같은 향을 찾고 있어. 진한 나무와 따뜻한 매콤함이 나고 보송하게 마무리되면 좋겠어.,3,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""묵직하고 어두운 숲 같은 향"",
    ""진한 나무"",
    ""따뜻한 매콤함"",
    ""보송하게 마무리""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""묵직하고 어두운 숲 같은 향"", ""진한 나무"", ""따뜻한 매콤함"", ""보송하게 마무리""]}",ok,,1,643,109,1.481,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:08.326567+00:00
A-9558-3,A,9558,3,진하고 이국적인 나무 향이 중심이면 좋겠어. 포근한 피부 냄새와 따뜻한 향신료가 오래 남았으면 해.,3,"{
  ""scent_preference"": [""woody""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": ""HIGH"", ""longevity"": ""HIGH""},
  ""avoid"": [],
  ""additional_requirements"": [""exotic woody scent as the main character"", ""cozy skin scent"", ""warm spices lingering for a long time""]
}","{""scent_preference"": [""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""HIGH"", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""exotic woody scent as the main character"", ""cozy skin scent"", ""warm spices lingering for a long time""]}",ok,,1,636,88,2.078,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:10.404227+00:00
A-10131-1,A,10131,1,깨끗하고 포근한 살냄새가 강하면서 따뜻하고 깊은 느낌도 있었으면 좋겠어. 나무 향도 은근히 원해.,4,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""clean and warm/comfortable (포근한) scent"",
    ""strong (강한) body scent feeling"",
    ""warm and deep 느낌"",
    ""woody notes 은근히 원함""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""clean and warm/comfortable (포근한) scent"", ""strong (강한) body scent feeling"", ""warm and deep 느낌"", ""woody notes 은근히 원함""]}",ok,,1,637,112,1.558,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:11.962571+00:00
A-10131-2,A,10131,2,피부에 자연스럽게 붙는 부드러운 향을 찾고 있어. 포근하지만 살짝 야성적인 느낌과 나무 냄새도 있으면 해.,4,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""피부에 자연스럽게 붙는 부드러운 향"",
    ""포근한 느낌"",
    ""살짝 야성적인 느낌"",
    ""나무 냄새""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""피부에 자연스럽게 붙는 부드러운 향"", ""포근한 느낌"", ""살짝 야성적인 느낌"", ""나무 냄새""]}",ok,,1,637,108,1.717,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:13.679809+00:00
A-10131-3,A,10131,3,체취처럼 은은하게 남는 향이 중심이면 좋겠어. 따뜻하고 묵직하면서 과일의 달콤함도 조금 있었으면 해.,4,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": ""LOW"",
    ""longevity"": """",
    ""sillage"": """",
    ""projection"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""체취처럼 은은하게 남는 향이 중심"",
    ""따뜻하고 묵직한 느낌"",
    ""과일의 달콤함도 조금""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """", ""sillage"": """", ""projection"": """"}, ""avoid"": [], ""additional_requirements"": [""체취처럼 은은하게 남는 향이 중심"", ""따뜻하고 묵직한 느낌"", ""과일의 달콤함도 조금""]}",ok,,2,636,119,1.403,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:16.413018+00:00
A-11238-1,A,11238,1,계피처럼 따뜻하고 매콤한 향이 강하면서 달콤했으면 좋겠어. 바닐라의 포근함과 깊은 단향도 같이 원해.,2,"{
  ""scent_preference"": [""Cinnamon"", ""Vanilla""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""warm and spicy like cinnamon"", ""sweet"", ""vanilla cozy warmth"", ""deep undertone""]
}","{""scent_preference"": [""Cinnamon"", ""Vanilla""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""warm and spicy like cinnamon"", ""sweet"", ""vanilla cozy warmth"", ""deep undertone""]}",ok,,1,641,86,1.373,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:17.786435+00:00
A-11238-2,A,11238,2,겨울 디저트를 떠올리게 하는 향을 찾고 있어. 계피와 바닐라가 진하고 달달하면서 묵직한 느낌이면 좋겠어.,2,"{
  ""scent_preference"": [""Cinnamon"", ""Vanilla""],
  ""context"": {""season"": [""winter""], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""겨울 디저트를 떠올리게 하는 향"", ""진하고 달달하면서 묵직한 느낌""]
}","{""scent_preference"": [""Cinnamon"", ""Vanilla""], ""context"": {""season"": [""winter""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""겨울 디저트를 떠올리게 하는 향"", ""진하고 달달하면서 묵직한 느낌""]}",ok,,1,639,90,1.371,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:19.157001+00:00
A-11238-3,A,11238,3,따뜻한 향신료와 설탕 같은 단향이 확실했으면 좋겠어. 계피가 선명하고 부드러운 바닐라도 같이 느껴지면 해.,2,"{
  ""scent_preference"": [""cinnamon"", ""Vanilla""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""warm spices"", ""sugar-like sweetness"", ""cinnamon should be clear"", ""soft vanilla feel""]
}","{""scent_preference"": [""cinnamon"", ""Vanilla""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""warm spices"", ""sugar-like sweetness"", ""cinnamon should be clear"", ""soft vanilla feel""]}",ok,,1,641,85,1.173,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:20.329515+00:00
A-11560-1,A,11560,1,고소한 아몬드 향이 진하고 바닐라처럼 부드럽고 달콤했으면 좋겠어. 보송한 분냄새도 함께 원해.,4,"{
  ""scent_preference"": [""Almond"", ""Vanilla""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""달콤하고 부드러운 느낌"", ""보송한 분냄새를 함께 원함""]
}","{""scent_preference"": [""Almond"", ""Vanilla""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""달콤하고 부드러운 느낌"", ""보송한 분냄새를 함께 원함""]}",ok,,1,640,88,1.647,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:21.976332+00:00
A-11560-2,A,11560,2,아몬드 과자와 바닐라 크림이 떠오르는 향을 찾고 있어. 포근한 분 향과 은은한 꽃향도 있으면 해.,4,"{
  ""scent_preference"": [
    ""Almond"",
    ""Vanilla""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""따뜻하고 포근한 느낌"",
    ""은은한 꽃향도 있으면 좋음""
  ]
}","{""scent_preference"": [""Almond"", ""Vanilla""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""따뜻하고 포근한 느낌"", ""은은한 꽃향도 있으면 좋음""]}",ok,,1,638,104,1.219,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:23.196268+00:00
A-11560-3,A,11560,3,달콤하고 고소한 향이 중심이면 좋겠어. 바닐라가 풍성하고 화장품 분처럼 부드럽게 마무리됐으면 해.,4,"{
  ""scent_preference"": [""Vanilla"", ""Coconut""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""달콤하고 고소한 향이 중심"", ""바닐라가 풍성했으면 좋겠어"", ""화장품 분처럼 부드럽게 마무리됐으면 해""]
}","{""scent_preference"": [""Vanilla"", ""Coconut""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""달콤하고 고소한 향이 중심"", ""바닐라가 풍성했으면 좋겠어"", ""화장품 분처럼 부드럽게 마무리됐으면 해""]}",ok,,1,639,106,1.342,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:24.538688+00:00
A-12109-1,A,12109,1,하얀 꽃 향이 풍성하고 장미도 진하게 느껴졌으면 좋겠어. 달콤한 과일과 포근한 살냄새도 살짝 있으면 해.,2,"{
  ""scent_preference"": [""White floral"", ""Rose"", ""Sweet fruit"", ""Warm skin scent""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""하얀 꽃 향이 풍성하게"", ""장미가 진하게 느껴졌으면 좋겠어"", ""달콤한 과일 향이 살짝"", ""포근한 살냄새가 살짝""]
}","{""scent_preference"": [""White floral"", ""Rose"", ""Sweet fruit"", ""Warm skin scent""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""하얀 꽃 향이 풍성하게"", ""장미가 진하게 느껴졌으면 좋겠어"", ""달콤한 과일 향이 살짝"", ""포근한 살냄새가 살짝""]}",ok,,1,643,120,1.75,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:26.288884+00:00
A-12109-2,A,12109,2,꽃다발처럼 화사한 향을 찾고 있어. 장미와 흰 꽃 향이 중심이고 잘 익은 과일의 달콤함도 같이 원해.,2,"{
  ""scent_preference"": [""Rose"", ""white florals"", ""fruity"", ""sweet""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""꽃다발처럼 화사한 향"", ""장미와 흰 꽃 향이 중심"", ""잘 익은 과일의 달콤함도 함께 원함""]
}","{""scent_preference"": [""Rose"", ""white florals"", ""fruity"", ""sweet""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""꽃다발처럼 화사한 향"", ""장미와 흰 꽃 향이 중심"", ""잘 익은 과일의 달콤함도 함께 원함""]}",ok,,1,638,117,1.501,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:27.791245+00:00
A-12109-3,A,12109,3,진한 꽃 향인데 너무 고전적이지 않았으면 좋겠어. 장미에 상큼달콤한 과일 향과 부드러운 피부 향이 섞이면 좋아.,2,"{
  ""scent_preference"": [""Rose"", ""fruity"", ""sweet"", ""powdery""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": ""HIGH"",
    ""longevity"": """"
  },
  ""avoid"": [""classic""],
  ""additional_requirements"": [""진한 꽃 향"", ""너무 고전적이지 않게"", ""장미 + 상큼달콤한 과일 향 + 부드러운 피부 향이 섞인 느낌""]
}","{""scent_preference"": [""Rose"", ""fruity"", ""sweet"", ""powdery""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"}, ""avoid"": [""classic""], ""additional_requirements"": [""진한 꽃 향"", ""너무 고전적이지 않게"", ""장미 + 상큼달콤한 과일 향 + 부드러운 피부 향이 섞인 느낌""]}",ok,,1,640,125,1.32,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:29.110746+00:00
A-13737-1,A,13737,1,허브 향이 진하고 톡 쏘는 알싸함이 있었으면 좋겠어. 나무와 젖은 흙 냄새가 깊게 느껴지면 해.,3,"{
  ""scent_preference"": [""herb"", ""woody""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""진하고 톡 쏘는 알싸함"", ""나무와 젖은 흙 냄새가 깊게 느껴지면 좋겠어""]
}","{""scent_preference"": [""herb"", ""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""진하고 톡 쏘는 알싸함"", ""나무와 젖은 흙 냄새가 깊게 느껴지면 좋겠어""]}",ok,,1,642,99,1.275,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:30.385490+00:00
A-13737-2,A,13737,2,숲속 약초밭 같은 향을 찾고 있어. 흙과 나무 향이 묵직하고 차분한 라벤더도 함께 났으면 좋겠어.,3,"{
  ""scent_preference"": [
    ""woody"",
    ""earthy"",
    ""lavender""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""숲속 약초밭 같은 향"",
    ""흙과 나무 향이 묵직하고 차분한 라벤더가 함께 나기""
  ]
}","{""scent_preference"": [""woody"", ""earthy"", ""lavender""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""숲속 약초밭 같은 향"", ""흙과 나무 향이 묵직하고 차분한 라벤더가 함께 나기""]}",ok,,1,640,122,1.487,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:31.872826+00:00
A-13737-3,A,13737,3,달지 않고 자연스러운 향이면 좋겠어. 향긋한 풀과 매콤한 느낌이 강하고 축축한 흙냄새도 원해.,3,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""달콤한 향""
  ],
  ""additional_requirements"": [
    ""자연스럽게 느껴지는 향"",
    ""향긋한 풀 느낌"",
    ""매콤한 느낌이 강함"",
    ""축축한 흙냄새 원함""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""달콤한 향""], ""additional_requirements"": [""자연스럽게 느껴지는 향"", ""향긋한 풀 느낌"", ""매콤한 느낌이 강함"", ""축축한 흙냄새 원함""]}",ok,,1,638,123,1.667,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:33.539611+00:00
A-14649-1,A,14649,1,톡 쏘는 상쾌함이 강하고 레몬 같은 상큼함이 있었으면 좋겠어. 과일과 나무 향도 같이 느껴지는 향을 찾고 있어.,1,"{
  ""scent_preference"": [""citrus"", ""lemon"", ""woody"", ""fruit""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""톡 쏘는 상쾌함"", ""레몬 같은 상큼함"", ""과일과 나무 향이 함께 느껴지는 향""]
}","{""scent_preference"": [""citrus"", ""lemon"", ""woody"", ""fruit""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""HIGH"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""톡 쏘는 상쾌함"", ""레몬 같은 상큼함"", ""과일과 나무 향이 함께 느껴지는 향""]}",ok,,1,643,107,1.667,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:35.206623+00:00
A-14649-2,A,14649,2,여름에 시원하게 쓸 향을 원해. 감귤 향이 선명하고 향신료처럼 알싸하면서 뒤에 숲 냄새가 남았으면 좋겠어.,1,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""시원하게"",
    ""감귤 향이 선명"",
    ""향신료처럼 알싸한 느낌"",
    ""뒤에 숲 냄새가 남았으면 좋겠음""
  ]
}","{""scent_preference"": [""citrus""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""시원하게"", ""감귤 향이 선명"", ""향신료처럼 알싸한 느낌"", ""뒤에 숲 냄새가 남았으면 좋겠음""]}",ok,,1,643,127,1.445,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:36.651932+00:00
A-14649-3,A,14649,3,첫 향은 레몬처럼 산뜻하고 살짝 매콤했으면 좋겠어. 달지 않은 과일 향과 마른 나무 느낌도 함께 있으면 해.,1,"{
  ""scent_preference"": [""citrus"", ""spicy"", ""fruity"", ""woody""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""달지 않은 과일 향"", ""레몬처럼 산뜻함"", ""살짝 매콤함"", ""마른 나무 느낌""]
}","{""scent_preference"": [""citrus"", ""spicy"", ""fruity"", ""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""달지 않은 과일 향"", ""레몬처럼 산뜻함"", ""살짝 매콤함"", ""마른 나무 느낌""]}",ok,,1,638,113,1.543,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:38.195158+00:00
A-14694-1,A,14694,1,하얀 꽃 향이 진하면서 포근한 살냄새가 많이 났으면 좋겠어. 장미와 은은한 향신료 느낌도 함께 있으면 해.,2,"{
  ""scent_preference"": [""Rose"", ""white florals"", ""spices""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""하얀 꽃 향이 진하게"", ""포근한 살냄새 느낌이 많이"", ""장미와 은은한 향신료 느낌 함께""]
}","{""scent_preference"": [""Rose"", ""white florals"", ""spices""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""하얀 꽃 향이 진하게"", ""포근한 살냄새 느낌이 많이"", ""장미와 은은한 향신료 느낌 함께""]}",ok,,1,640,112,1.407,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:39.602210+00:00
A-14694-2,A,14694,2,깨끗하고 부드러운 꽃향을 찾고 있어. 흰 꽃이 중심이고 피부에 자연스럽게 붙는 포근함과 장미도 원해.,2,"{
  ""scent_preference"": [""Rose"", ""Floral"", ""Soft"", ""Clean""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""흰 꽃이 중심"", ""피부에 자연스럽게 붙는 포근함""]
}","{""scent_preference"": [""Rose"", ""Floral"", ""Soft"", ""Clean""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""흰 꽃이 중심"", ""피부에 자연스럽게 붙는 포근함""]}",ok,,1,637,98,1.34,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:40.943246+00:00
A-14694-3,A,14694,3,화사한 꽃다발 같은데 너무 가볍지는 않았으면 좋겠어. 부드러운 체취 느낌과 살짝 매콤한 장미 향도 있으면 해.,2,"{
  ""scent_preference"": [
    ""Rose"",
    ""Flower""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""too light""
  ],
  ""additional_requirements"": [
    ""화사한 꽃다발 같은 느낌"",
    ""부드러운 체취 느낌"",
    ""살짝 매콤한 장미 향""
  ]
}","{""scent_preference"": [""Rose"", ""Flower""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""too light""], ""additional_requirements"": [""화사한 꽃다발 같은 느낌"", ""부드러운 체취 느낌"", ""살짝 매콤한 장미 향""]}",ok,,1,640,118,1.403,gpt-5.4-nano,15_stage1_llm_prompt_v1,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T11:49:42.346131+00:00
