query_id,system,field,outcome,gold_item,pred_item,gold_key,pred_key,match_tier,excess_tokens,resolution_status
UQ0166,rule,scent,FN,Caramel,,caramel,,,,EMPTY_PREDICTION
UQ0167,rule,avoid,FN,머스크,,musk,,,,EMPTY_PREDICTION
UQ0167,rule,scent,FN,White Musk,,white musk,,,,EMPTY_PREDICTION
UQ0168,rule,avoid,FN,바질 냄새 ,,basil,,,,EMPTY_PREDICTION
UQ0168,rule,additional,FN,그린 계열,,그린,,,,EMPTY_PREDICTION
UQ0168,rule,scent,FN,green,,green,,,,EMPTY_PREDICTION
UQ0169,rule,avoid,FN,달달한 거,,sweet,,,,EMPTY_PREDICTION
UQ0169,rule,additional,FN,싱싱한 딸기 향기,,싱싱한 딸기,,,,EMPTY_PREDICTION
UQ0169,rule,scent,FN,Strawberry,,strawberry,,,,EMPTY_PREDICTION
UQ0170,rule,avoid,FN,남자 향수 냄새,,남자,,,,EMPTY_PREDICTION
UQ0170,rule,additional,FN,청량,,청량,,,,EMPTY_PREDICTION
UQ0171,rule,additional,FN,처음에는 상쾌,,처음에는 상쾌,,,,EMPTY_PREDICTION
UQ0171,rule,additional,FN,시간이 지나면 포근,,시간이 지나면 포근,,,,EMPTY_PREDICTION
UQ0172,rule,additional,FN,오래된 목조 도서관,,오래된 목조 도서관,,,,EMPTY_PREDICTION
UQ0173,rule,additional,FN,평소에는 조용한데,,평소에는 조용한데,,,,EMPTY_PREDICTION
UQ0173,rule,additional,FN,은근히 개성 있어 보이는 사람,,은근히 개성 있어 보이는 사람,,,,EMPTY_PREDICTION
UQ0174,rule,additional,FN,상대방 취향을 전혀 모르는데,,상대방 취향을 전혀 모르는데,,,,EMPTY_PREDICTION
UQ0174,rule,additional,FN,선물하기 실패 확률 낮은 향수,,선물하기 실패 확률 낮은,,,,EMPTY_PREDICTION
UQ0175,rule,additional,FN,미니멀하게 옷 입는 사람,,미니멀하게 옷 입는 사람,,,,EMPTY_PREDICTION
UQ0175,rule,additional,FN,담백한 향수,,담백한,,,,EMPTY_PREDICTION
UQ0176,rule,additional,FN,실내에서만 있는 직업,,실내에서만 있는 직업,,,,EMPTY_PREDICTION
UQ0176,rule,additional,FN,답답하지 않은 향,,답답하지 않은,,,,EMPTY_PREDICTION
UQ0177,rule,additional,FN,옛날 향수,,옛날,,,,EMPTY_PREDICTION
UQ0177,rule,scent,TP,powdery,powdery,powdery,powdery,EXACT,0.0,
UQ0177,rule,scent,FN,Rose,,rose,,,,ONE_TO_ONE_CAP
UQ0178,rule,additional,FN,30대,,30대,,,,EMPTY_PREDICTION
UQ0178,rule,additional,FN,정장차림,,정장차림,,,,EMPTY_PREDICTION
UQ0179,rule,additional,FN,이솝 휠이랑 레이어링,,이솝 휠이랑 레이어링,,,,EMPTY_PREDICTION
UQ0180,rule,avoid,FN,파우더리,,powdery,,,,EMPTY_PREDICTION
UQ0180,rule,scent,TP,floral,floral,floral,floral,EXACT,0.0,
UQ0180,rule,scent,FP,,powdery,,powdery,,,
UQ0181,rule,scent,FN,Coffee,,coffee,,,,EMPTY_PREDICTION
UQ0182,rule,additional,FN,무거운 향,,heavy,,,,EMPTY_PREDICTION
UQ0182,rule,additional,FN,사무실,,사무실,,,,EMPTY_PREDICTION
UQ0182,rule,additional,FN,부담없이 사용,,부담없이 사용,,,,EMPTY_PREDICTION
UQ0183,rule,additional,FN,갓 깎은 잔디밭에 누워 있는,,갓 깎은 잔디밭에 누워 있는,,,,EMPTY_PREDICTION
UQ0184,rule,additional,FN,시프레 계열,,시프레,,,,EMPTY_PREDICTION
UQ0184,rule,additional,FN,대표적인 거 몇 개,,대표적인 거 몇 개,,,,EMPTY_PREDICTION
UQ0185,rule,avoid,FN,올드,,올드,,,,EMPTY_PREDICTION
UQ0185,rule,additional,FN,산타마리아노벨라 시향했는데 너무 올드,,산타마리아노벨라 시향했는데 너무 올드,,,,EMPTY_PREDICTION
UQ0185,rule,additional,FN,젊은 느낌,,젊은,,,,EMPTY_PREDICTION
UQ0186,rule,additional,FN,오래된 헌책방 냄새,,오래된 헌책방,,,,EMPTY_PREDICTION
UQ0187,rule,additional,FN,아이리스,,아이리스,,,,EMPTY_PREDICTION
UQ0187,rule,additional,FN,입문용,,입문용,,,,EMPTY_PREDICTION
UQ0188,rule,additional,FN,크리드 실버마운틴워터,,크리드 실버마운틴워터,,,,EMPTY_PREDICTION
UQ0188,rule,additional,FN,더 저렴한거,,더 저렴한,,,,EMPTY_PREDICTION
UQ0189,rule,additional,FN,제일 유명,,제일 유명,,,,EMPTY_PREDICTION
UQ0189,rule,scent,FN,Fig,,fig,,,,EMPTY_PREDICTION
UQ0190,rule,additional,FN,단종된 향수랑 비슷한 걸,,단종된 향수랑 비슷한 걸,,,,EMPTY_PREDICTION
UQ0190,rule,scent,TP,powdery,powdery,powdery,powdery,EXACT,0.0,
UQ0190,rule,scent,FN,Soap,,soap,,,,ONE_TO_ONE_CAP
UQ0191,rule,scent,FN,Vetiver,,vetiver,,,,EMPTY_PREDICTION
UQ0192,rule,avoid,FN,우디,,woody,,,,EMPTY_PREDICTION
UQ0192,rule,additional,FN,완전히 다른 계열,,완전히 다른,,,,EMPTY_PREDICTION
UQ0192,rule,scent,FP,,woody,,woody,,,
UQ0193,rule,additional,FN,깨끗하고,,깨끗하고,,,,EMPTY_PREDICTION
UQ0193,rule,additional,FN,세련된,,세련된,,,,EMPTY_PREDICTION
UQ0194,rule,avoid,FN,달달,,sweet,,,,EMPTY_PREDICTION
UQ0194,rule,additional,FN,포근한 니트,,포근한 니트,,,,EMPTY_PREDICTION
UQ0195,rule,additional,FN,따뜻한 차 한 잔,,따뜻한 차 한 잔,,,,EMPTY_PREDICTION
UQ0195,rule,additional,FN,창밖에 비 오는 걸 보는,,창밖에 비 오는 걸 보는,,,,EMPTY_PREDICTION
UQ0196,rule,avoid,FN,너무 무겁거나,,너무 무겁거나,,,,EMPTY_PREDICTION
UQ0196,rule,avoid,FN,아저씨 같은 느낌,,아저씨 같은,,,,EMPTY_PREDICTION
UQ0196,rule,scent,TP,woody,woody,woody,woody,EXACT,0.0,
UQ0197,rule,additional,FN,강의실,,강의실,,,,EMPTY_PREDICTION
UQ0197,rule,additional,FN,가벼운,,light,,,,EMPTY_PREDICTION
UQ0198,rule,additional,FN,헬스장용,,헬스장용,,,,EMPTY_PREDICTION
UQ0198,rule,additional,FN,땀이랑 안 겹치고,,땀이랑 안 겹치고,,,,EMPTY_PREDICTION
UQ0198,rule,additional,FN,저렴한,,저렴한,,,,EMPTY_PREDICTION
UQ0199,rule,scent,FN,Orange Blossom,,orange blossom,,,,EMPTY_PREDICTION
UQ0200,rule,additional,FN,탬버린즈 계열,,탬버린즈,,,,EMPTY_PREDICTION
UQ0200,rule,additional,FN,다른 국내 브랜드,,다른 국내 브랜드,,,,EMPTY_PREDICTION
UQ0001,extended_rule,additional,FN,비가 온 뒤,,비가 온 뒤,,,,EMPTY_PREDICTION
UQ0001,extended_rule,additional,FN,숲,,숲,,,,EMPTY_PREDICTION
UQ0002,extended_rule,additional,FN,깔끔한,,깔끔한,,,,EMPTY_PREDICTION
UQ0002,extended_rule,scent,TP,Citrus,citrus,citrus,citrus,EXACT,0.0,
UQ0003,extended_rule,additional,FN,가격 적당,,가격 적당,,,,EMPTY_PREDICTION
UQ0003,extended_rule,additional,FN,구색 갖추려고,,구색 갖추려고,,,,EMPTY_PREDICTION
UQ0004,extended_rule,avoid,FN,달콤한,,sweet,,,,PARAPHRASE_MISMATCH
UQ0004,extended_rule,avoid,FP,,너무 달콤한,,너무 달콤한,,,
UQ0005,extended_rule,avoid,TP,너무 단,너무 단,너무 단,너무 단,EXACT,0.0,
UQ0005,extended_rule,scent,TP,Vanilla,Vanilla,vanilla,vanilla,EXACT,0.0,
UQ0006,extended_rule,scent,FN,Sea Notes,,sea notes,,,,EMPTY_PREDICTION
UQ0007,extended_rule,additional,FN,30대 초반,,30대 초반,,,,EMPTY_PREDICTION
UQ0008,extended_rule,avoid,FP,,Lemon,,lemon,,,
UQ0008,extended_rule,scent,FN,Lemon Peel,,lemon peel,,,,EMPTY_PREDICTION
UQ0008,extended_rule,scent,FN,Lemon Zest,,lemon zest,,,,EMPTY_PREDICTION
UQ0010,extended_rule,avoid,FN,너무 느끼,,너무 느끼,,,,EMPTY_PREDICTION
UQ0010,extended_rule,additional,FN,공주,,공주,,,,EMPTY_PREDICTION
UQ0010,extended_rule,scent,FN,Cake,,cake,,,,EMPTY_PREDICTION
UQ0011,extended_rule,avoid,FN,절 냄새,,절 냄새,,,,EMPTY_PREDICTION
UQ0011,extended_rule,scent,FN,Trees,,trees,,,,EMPTY_PREDICTION
UQ0012,extended_rule,additional,FN,깨끗한 냄새,,깨끗한,,,,EMPTY_PREDICTION
UQ0013,extended_rule,additional,FN,머리 너무 안 아팠으면,,머리 너무 안 아팠으면,,,,EMPTY_PREDICTION
UQ0013,extended_rule,scent,FN,Coconut,,coconut,,,,EMPTY_PREDICTION
UQ0014,extended_rule,additional,FN,잘 모르는데 혹시 추천,,잘 모르는데 혹시 추천,,,,EMPTY_PREDICTION
UQ0016,extended_rule,avoid,FN,향기 너무 많이 나면,,향기 너무 많이 나면,,,,EMPTY_PREDICTION
UQ0017,extended_rule,additional,FN,어른스러운 느낌,,어른스러운,,,,EMPTY_PREDICTION
UQ0017,extended_rule,additional,FN,34살,,34살,,,,EMPTY_PREDICTION
UQ0017,extended_rule,additional,FN,금융맨,,금융맨,,,,EMPTY_PREDICTION
UQ0018,extended_rule,additional,FN,여친한테 점수 딸만한,,여친한테 점수 딸만한,,,,EMPTY_PREDICTION
UQ0019,extended_rule,additional,FN,옷에 향수,,옷에,,,,EMPTY_PREDICTION
UQ0019,extended_rule,additional,FN,아무거나 추천,,아무거나 추천,,,,EMPTY_PREDICTION
UQ0020,extended_rule,avoid,TP,입자가 너무 작은 건,입자가 너무 작은,입자가 너무 작은,입자가 너무 작은,EXACT,0.0,
UQ0020,extended_rule,additional,FN,분사 적당히 되는 거,,분사 적당히 되는,,,,EMPTY_PREDICTION
UQ0021,extended_rule,additional,FN,이솝 테싯 퍼퓸,,이솝 테싯 퍼퓸,,,,EMPTY_PREDICTION
UQ0021,extended_rule,additional,FN,체향에 잘 맞는,,체향에 잘 맞는,,,,EMPTY_PREDICTION
UQ0022,extended_rule,avoid,TP,조말론 블랙베리,나 조말론 블랙베리,조말론 블랙베리,나 조말론 블랙베리,CONTAIN,1.0,
UQ0023,extended_rule,additional,FN,깔끔한,,깔끔한,,,,EMPTY_PREDICTION
UQ0024,extended_rule,additional,FN,25살,,25살,,,,EMPTY_PREDICTION
UQ0024,extended_rule,additional,FN,회사 취직,,회사 취직,,,,EMPTY_PREDICTION
UQ0024,extended_rule,additional,FN,나한테 선물,,나한테 선물,,,,EMPTY_PREDICTION
UQ0025,extended_rule,avoid,FN,부담,,부담,,,,EMPTY_PREDICTION
UQ0025,extended_rule,additional,FN,소개팅,,소개팅,,,,EMPTY_PREDICTION
UQ0025,extended_rule,additional,FN,좋은 인상,,좋은 인상,,,,EMPTY_PREDICTION
UQ0026,extended_rule,additional,FN,조용,,조용,,,,EMPTY_PREDICTION
UQ0026,extended_rule,additional,FN,차분한,,차분한,,,,EMPTY_PREDICTION
UQ0027,extended_rule,additional,FN,지나갈 때 은은,,지나갈 때 은은,,,,EMPTY_PREDICTION
UQ0027,extended_rule,additional,FN,좋은 냄새,,좋은,,,,EMPTY_PREDICTION
UQ0028,extended_rule,additional,FN,회사,,회사,,,,EMPTY_PREDICTION
UQ0028,extended_rule,additional,FN,매일 사용,,매일 사용,,,,EMPTY_PREDICTION
UQ0028,extended_rule,additional,FN,부담 없는,,부담 없는,,,,EMPTY_PREDICTION
UQ0028,extended_rule,additional,FN,깔끔한,,깔끔한,,,,EMPTY_PREDICTION
UQ0029,extended_rule,additional,FN,처음 향수를 사는,,처음 향수를 사는,,,,EMPTY_PREDICTION
UQ0029,extended_rule,additional,FN,무난하게 사용,,무난하게 사용,,,,EMPTY_PREDICTION
UQ0030,extended_rule,avoid,FN,강하게,,강하게,,,,EMPTY_PREDICTION
UQ0030,extended_rule,additional,FN,사람 많은 곳,,사람 많은 곳,,,,EMPTY_PREDICTION
UQ0030,extended_rule,additional,FN,은은한,,은은한,,,,EMPTY_PREDICTION
UQ0031,extended_rule,additional,FN,좋은 냄새,,좋은,,,,EMPTY_PREDICTION
UQ0032,extended_rule,avoid,FN,강하면,,강하면,,,,EMPTY_PREDICTION
UQ0032,extended_rule,additional,FN,부드럽,,부드럽,,,,EMPTY_PREDICTION
UQ0032,extended_rule,additional,FN,편안한 향,,편안한,,,,EMPTY_PREDICTION
UQ0033,extended_rule,avoid,FN,어려 보이지,,어려 보이지,,,,EMPTY_PREDICTION
UQ0033,extended_rule,additional,FN, 20대 후반,,20대 후반,,,,EMPTY_PREDICTION
UQ0033,extended_rule,additional,FN,세련된 향수,,세련된,,,,EMPTY_PREDICTION
UQ0034,extended_rule,additional,FN,향수 뿌린 티 안나는,,향수 뿌린 티 안나는,,,,EMPTY_PREDICTION
UQ0035,extended_rule,additional,FN,그냥 골라줘,,그냥 골라줘,,,,EMPTY_PREDICTION
UQ0036,extended_rule,additional,FN,면접,,면접,,,,EMPTY_PREDICTION
UQ0037,extended_rule,additional,FN,남자친구,,남자친구,,,,EMPTY_PREDICTION
UQ0038,extended_rule,additional,FN,사계절,,사계절,,,,EMPTY_PREDICTION
UQ0039,extended_rule,additional,FN,출근할때,,출근할때,,,,EMPTY_PREDICTION
UQ0039,extended_rule,additional,FN,매일,,매일,,,,EMPTY_PREDICTION
UQ0039,extended_rule,additional,FN,막 뿌릴,,막 뿌릴,,,,EMPTY_PREDICTION
UQ0040,extended_rule,avoid,FP,,담배 피우는데 담배냄새랑 섞여도 이상,,담배 피우는데 담배냄새랑 섞여도 이상,,,
UQ0040,extended_rule,additional,FN,담배냄새랑 섞여도 이상하지 않은,,담배냄새랑 섞여도 이상하지 않은,,,,EMPTY_PREDICTION
UQ0041,extended_rule,additional,FN,여자 향수,,여자,,,,EMPTY_PREDICTION
UQ0042,extended_rule,additional,FN,땀냄새랑 섞여서 이상해지지 않는,,땀냄새랑 섞여서 이상해지지 않는,,,,EMPTY_PREDICTION
UQ0043,extended_rule,additional,FN,향수 입문자,,향수 입문자,,,,EMPTY_PREDICTION
UQ0043,extended_rule,additional,FN,괜찮은 향수,,괜찮은,,,,EMPTY_PREDICTION
UQ0044,extended_rule,additional,FN,면세점에서 사기 좋은,,면세점에서 사기 좋은,,,,EMPTY_PREDICTION
UQ0045,extended_rule,additional,FN,헬스장,,헬스장,,,,EMPTY_PREDICTION
UQ0045,extended_rule,additional,FN,반응 좋은,,반응 좋은,,,,EMPTY_PREDICTION
UQ0046,extended_rule,additional,FN,오늘,,오늘,,,,EMPTY_PREDICTION
UQ0046,extended_rule,additional,FN,뿌리기 좋은,,뿌리기 좋은,,,,EMPTY_PREDICTION
UQ0047,extended_rule,additional,FN,엄청 섹시한 느낌,,엄청 섹시한,,,,EMPTY_PREDICTION
UQ0048,extended_rule,additional,FN,섬유유연제 향,,섬유유연제,,,,EMPTY_PREDICTION
UQ0048,extended_rule,scent,FN,Soap,,soap,,,,EMPTY_PREDICTION
UQ0049,extended_rule,additional,FN,나한테 맞는,,나한테 맞는,,,,EMPTY_PREDICTION
UQ0050,extended_rule,additional,FN,향수 입문자,,향수 입문자,,,,EMPTY_PREDICTION
UQ0050,extended_rule,additional,FN,괜찮은 향수,,괜찮은,,,,EMPTY_PREDICTION
UQ0051,extended_rule,additional,FN,향수 입문용,,향수 입문용,,,,EMPTY_PREDICTION
UQ0051,extended_rule,additional,FN,조말론,,조말론,,,,EMPTY_PREDICTION
UQ0051,extended_rule,additional,FN,메종 마르지엘라,,메종 마르지엘라,,,,EMPTY_PREDICTION
UQ0052,extended_rule,avoid,FN,달콤한 향기,,sweet,,,,PARAPHRASE_MISMATCH
UQ0052,extended_rule,avoid,FP,,향수 사보려고 하는데 난 달콤한 향기,,향수 사보려고 하는데 난 달콤한,,,
UQ0052,extended_rule,additional,FN,화한거,,화한,,,,EMPTY_PREDICTION
UQ0053,extended_rule,additional,FN,맑고 산뜻,,맑고 산뜻,,,,EMPTY_PREDICTION
UQ0054,extended_rule,avoid,FN,너무 음식같은 느낌,,너무 음식같은,,,,EMPTY_PREDICTION
UQ0054,extended_rule,additional,FN,홍차향,,홍차,,,,EMPTY_PREDICTION
UQ0055,extended_rule,additional,FN,플로럴 계열,,floral,,,,EMPTY_PREDICTION
UQ0055,extended_rule,additional,FN,톡 쏘는 거,,톡 쏘는,,,,EMPTY_PREDICTION
UQ0055,extended_rule,scent,TP,floral,floral,floral,floral,EXACT,0.0,
UQ0056,extended_rule,avoid,FN,너무 진한 향,,너무 진한,,,,EMPTY_PREDICTION
UQ0056,extended_rule,additional,FN,아로마 계열,,아로마,,,,EMPTY_PREDICTION
UQ0056,extended_rule,scent,FN,aromatic,,aromatic,,,,EMPTY_PREDICTION
UQ0057,extended_rule,additional,FN,대학교 들어가는데,,대학교 들어가는데,,,,EMPTY_PREDICTION
UQ0057,extended_rule,additional,FN,어른스러운,,어른스러운,,,,EMPTY_PREDICTION
UQ0058,extended_rule,additional,FN,겨울 느낌,,winter,,,,EMPTY_PREDICTION
UQ0058,extended_rule,additional,FN,서늘한 여자,,서늘한 여자,,,,EMPTY_PREDICTION
UQ0059,extended_rule,additional,FN,무조건 달콤한 향,,무조건 달콤한,,,,EMPTY_PREDICTION
UQ0059,extended_rule,additional,FN,약간 민트계열,,약간 민트,,,,EMPTY_PREDICTION
UQ0059,extended_rule,scent,TP,Mint,Mint,mint,mint,EXACT,0.0,
UQ0060,extended_rule,additional,FN,살같에서 날 것 같은,,살같에서 날 것 같은,,,,EMPTY_PREDICTION
UQ0060,extended_rule,additional,FN,베이비 파우더,,베이비 파우더,,,,EMPTY_PREDICTION
UQ0061,extended_rule,additional,FN,흰 꽃에서만 나는 맑은 향,,흰 꽃에서만 나는 맑은,,,,EMPTY_PREDICTION
UQ0061,extended_rule,scent,TP,Citrus,citrus,citrus,citrus,EXACT,0.0,
UQ0062,extended_rule,additional,FN,풍성한 복숭아,,풍성한 복숭아,,,,EMPTY_PREDICTION
UQ0062,extended_rule,additional,FN,폭닥,,폭닥,,,,EMPTY_PREDICTION
UQ0062,extended_rule,scent,FN,Peach,,peach,,,,EMPTY_PREDICTION
UQ0063,extended_rule,additional,FN,쨍한 허브 비누향,,쨍한 허브 비누,,,,EMPTY_PREDICTION
UQ0063,extended_rule,additional,FN,세제 잔뜩,,세제 잔뜩,,,,EMPTY_PREDICTION
UQ0063,extended_rule,scent,FN,herbal,,herbal,,,,EMPTY_PREDICTION
UQ0063,extended_rule,scent,FN,Soap,,soap,,,,EMPTY_PREDICTION
UQ0064,extended_rule,additional,FN,차가운데,,차가운데,,,,EMPTY_PREDICTION
UQ0064,extended_rule,additional,FN,쨍한,,쨍한,,,,EMPTY_PREDICTION
UQ0065,extended_rule,additional,FN,잔향 좋은 거,,잔향 좋은,,,,EMPTY_PREDICTION
UQ0065,extended_rule,additional,FN,선호 없음,,선호 없음,,,,EMPTY_PREDICTION
UQ0066,extended_rule,additional,FN,자연스러운,,자연스러운,,,,EMPTY_PREDICTION
UQ0066,extended_rule,additional,FN,은은한 살냄새,,은은한 살,,,,EMPTY_PREDICTION
UQ0067,extended_rule,additional,FN,담백,,담백,,,,EMPTY_PREDICTION
UQ0067,extended_rule,additional,FN,부드러운,,부드러운,,,,EMPTY_PREDICTION
UQ0067,extended_rule,additional,FN,엣지있는,,엣지있는,,,,EMPTY_PREDICTION
UQ0068,extended_rule,additional,FN,장마철,,장마철,,,,EMPTY_PREDICTION
UQ0068,extended_rule,additional,FN,호수에 떠있는 연꽃,,호수에 떠있는 연꽃,,,,EMPTY_PREDICTION
UQ0069,extended_rule,additional,FN,땀 냄새랑 섞여도 안 이상한 거,,땀 냄새랑 섞여도 안 이상한,,,,EMPTY_PREDICTION
UQ0069,extended_rule,additional,FN,바디스프레이,,바디스프레이,,,,EMPTY_PREDICTION
UQ0070,extended_rule,additional,FN,10만원 이내,,10만원 이내,,,,EMPTY_PREDICTION
UQ0070,extended_rule,additional,FN,저렴한,,저렴한,,,,EMPTY_PREDICTION
UQ0070,extended_rule,additional,FN,시원한,,fresh,,,,EMPTY_PREDICTION
UQ0071,extended_rule,additional,FN,20만원 이내,,20만원 이내,,,,EMPTY_PREDICTION
UQ0071,extended_rule,additional,FN,조합 괜찮은,,조합 괜찮은,,,,EMPTY_PREDICTION
UQ0071,extended_rule,additional,FN,향수 2개,,향수 2개,,,,EMPTY_PREDICTION
UQ0072,extended_rule,additional,FN,이슬을 머금은 장미,,이슬을 머금은 장미,,,,EMPTY_PREDICTION
UQ0072,extended_rule,scent,TP,Rose,Rose,rose,rose,EXACT,0.0,
UQ0073,extended_rule,additional,FN,첫 인상이 포근,,첫 인상이 포근,,,,EMPTY_PREDICTION
UQ0073,extended_rule,additional,FN,릴랙싱,,릴랙싱,,,,EMPTY_PREDICTION
UQ0074,extended_rule,additional,FN,비 오는 날,,비 오는 날,,,,EMPTY_PREDICTION
UQ0074,extended_rule,additional,FN,30대,,30대,,,,EMPTY_PREDICTION
UQ0075,extended_rule,additional,FN,회사,,회사,,,,EMPTY_PREDICTION
UQ0075,extended_rule,additional,FN,중요한 공식석상,,중요한 공식석상,,,,EMPTY_PREDICTION
UQ0076,extended_rule,additional,FN,산뜻,,산뜻,,,,EMPTY_PREDICTION
UQ0076,extended_rule,additional,FN,과일냄새,,과일,,,,EMPTY_PREDICTION
UQ0077,extended_rule,additional,FN,템버린즈 볼드 시트러스랑 비슷한 향수,,템버린즈 볼드 시트러스랑 비슷한,,,,EMPTY_PREDICTION
UQ0077,extended_rule,scent,FP,,citrus,,citrus,,,
UQ0078,extended_rule,additional,FN,가볍고,,light,,,,EMPTY_PREDICTION
UQ0078,extended_rule,additional,FN,부드러운,,부드러운,,,,EMPTY_PREDICTION
UQ0079,extended_rule,additional,FN,물 대신 과즙을 마시고 자란 꽃,,물 대신 과즙을 마시고 자란 꽃,,,,EMPTY_PREDICTION
UQ0080,extended_rule,additional,FN,바다에 누워서,,바다에 누워서,,,,EMPTY_PREDICTION
UQ0080,extended_rule,additional,FN,하늘을 올려다보고있는 듯,,하늘을 올려다보고있는 듯,,,,EMPTY_PREDICTION
UQ0080,extended_rule,scent,FN,Sea Notes,,sea notes,,,,EMPTY_PREDICTION
UQ0081,extended_rule,additional,FN,휴양지에 놀러갔을 때,,휴양지에 놀러갔을 때,,,,EMPTY_PREDICTION
UQ0082,extended_rule,additional,FN,슥 지나갔을 때,,슥 지나갔을 때,,,,EMPTY_PREDICTION
UQ0082,extended_rule,additional,FN,향이 너무 좋아서 사람들이 다 돌아볼 것 같은,,향이 너무 좋아서 사람들이 다 돌아볼 것 같은,,,,EMPTY_PREDICTION
UQ0083,extended_rule,additional,FN,귀엽고,,귀엽고,,,,EMPTY_PREDICTION
UQ0083,extended_rule,additional,FN,산뜻한,,산뜻한,,,,EMPTY_PREDICTION
UQ0083,extended_rule,additional,FN,20대,,20대,,,,EMPTY_PREDICTION
UQ0084,extended_rule,additional,FN,40대,,40대,,,,EMPTY_PREDICTION
UQ0084,extended_rule,additional,FN,데일리 향수,,데일리,,,,EMPTY_PREDICTION
UQ0085,extended_rule,additional,FN,시원한 향수,,fresh,,,,EMPTY_PREDICTION
UQ0086,extended_rule,additional,FN,데일리로 쓰기 좋은,,데일리로 쓰기 좋은,,,,EMPTY_PREDICTION
UQ0087,extended_rule,scent,TP,woody,woody,woody,woody,EXACT,0.0,
UQ0088,extended_rule,additional,FN,출근,,출근,,,,EMPTY_PREDICTION
UQ0088,extended_rule,additional,FN,부담 없이,,부담 없이,,,,EMPTY_PREDICTION
UQ0089,extended_rule,additional,FN,소개팅,,소개팅,,,,EMPTY_PREDICTION
UQ0090,extended_rule,additional,FN,데이트,,데이트,,,,EMPTY_PREDICTION
UQ0090,extended_rule,additional,FN,반응 좋은,,반응 좋은,,,,EMPTY_PREDICTION
UQ0091,extended_rule,additional,FN,회사,,회사,,,,EMPTY_PREDICTION
UQ0091,extended_rule,additional,FN,은은한,,은은한,,,,EMPTY_PREDICTION
UQ0092,extended_rule,avoid,FN,향이 너무 세,,향이 너무 세,,,,EMPTY_PREDICTION
UQ0093,extended_rule,additional,FN,인기많은 남자,,인기많은 남자,,,,EMPTY_PREDICTION
UQ0094,extended_rule,additional,FN,흔하지 않으면서,,흔하지 않으면서,,,,EMPTY_PREDICTION
UQ0094,extended_rule,additional,FN,섹시한,,섹시한,,,,EMPTY_PREDICTION
UQ0095,extended_rule,additional,FN,햇살 내리쬐는 일본 여름,,햇살 내리쬐는 일본 여름,,,,EMPTY_PREDICTION
UQ0096,extended_rule,additional,FN,꿀 향,,꿀 향,,,,EMPTY_PREDICTION
UQ0097,extended_rule,additional,FN,마사지숍,,마사지숍,,,,EMPTY_PREDICTION
UQ0098,extended_rule,additional,FN,양키캔들 핑크 샌즈,,양키캔들 핑크 샌즈,,,,EMPTY_PREDICTION
UQ0099,extended_rule,additional,FN,갓 세탁한 포근한 이불,,갓 세탁한 포근한 이불,,,,EMPTY_PREDICTION
UQ0100,extended_rule,additional,FN,샤넬 no5랑 믹스해서 사용하기 좋은,,샤넬 no5랑 믹스해서 사용하기 좋은,,,,EMPTY_PREDICTION
UQ0101,extended_rule,additional,FN,달달한 꽃,,달달한 꽃,,,,EMPTY_PREDICTION
UQ0102,extended_rule,additional,FN,아빠 선물용,,아빠 선물용,,,,EMPTY_PREDICTION
UQ0102,extended_rule,additional,FN,실패 확률 낮은,,실패 확률 낮은,,,,EMPTY_PREDICTION
UQ0103,extended_rule,additional,FN,스트릿룩이랑 어울리는,,스트릿룩이랑 어울리는,,,,EMPTY_PREDICTION
UQ0104,extended_rule,additional,FN,사계절용,,사계절용,,,,EMPTY_PREDICTION
UQ0105,extended_rule,additional,FN,시향 없이,,시향 없이,,,,EMPTY_PREDICTION
UQ0105,extended_rule,additional,FN,블라인드 구매,,블라인드 구매,,,,EMPTY_PREDICTION
UQ0107,extended_rule,additional,FN,잔향이 좋은,,잔향이 좋은,,,,EMPTY_PREDICTION
UQ0108,extended_rule,additional,FN,호불호 적은,,호불호 적은,,,,EMPTY_PREDICTION
UQ0109,extended_rule,additional,FN,여자들이 좋아할 만한,,여자들이 좋아할 만한,,,,EMPTY_PREDICTION
UQ0110,extended_rule,scent,FN,Musk,,musk,,,,EMPTY_PREDICTION
UQ0111,extended_rule,scent,TP,powdery,powdery,powdery,powdery,EXACT,0.0,
UQ0112,extended_rule,additional,FN,깨끗하고,,깨끗하고,,,,EMPTY_PREDICTION
UQ0112,extended_rule,additional,FN,포근한,,포근한,,,,EMPTY_PREDICTION
UQ0113,extended_rule,additional,FN,샤워하고 나온 것 같은,,샤워하고 나온 것 같은,,,,EMPTY_PREDICTION
UQ0114,extended_rule,additional,FN,부드러운,,부드러운,,,,EMPTY_PREDICTION
UQ0114,extended_rule,scent,TP,woody,woody,woody,woody,EXACT,0.0,
UQ0115,extended_rule,additional,FN,호텔 로비 같은,,호텔 로비 같은,,,,EMPTY_PREDICTION
UQ0115,extended_rule,additional,FN,고급스러운,,고급스러운,,,,EMPTY_PREDICTION
UQ0116,extended_rule,avoid,TP,느끼,너무 느끼,느끼,너무 느끼,CONTAIN,1.0,
UQ0116,extended_rule,additional,FN,달달하지만,,달달하지만,,,,EMPTY_PREDICTION
UQ0117,extended_rule,scent,TP,Citrus,citrus,citrus,citrus,EXACT,0.0,
UQ0118,extended_rule,additional,FN,니치 향수 입문용,,니치 향수 입문용,,,,EMPTY_PREDICTION
