query_id,query_text,source,split_status,raw_response,parsed,status,error,attempts,prompt_tokens,completion_tokens,latency_seconds,model_name,prompt_sha256,run_timestamp
SQ0027,직장에서 매일 쓸거고 신중하게 결정한 다음에 변경하지 않을것임. 남자 향수 추천 해봐라. 취향은 딱히 없고 무난하면 됨.,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [""day""],
    ""gender"": [""male""]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""직장에서 매일 사용"", ""신중하게 결정해서 변경하지 않음"", ""취향은 딱히 없고 무난하면 됨""]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [""day""], ""gender"": [""male""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""직장에서 매일 사용"", ""신중하게 결정해서 변경하지 않음"", ""취향은 딱히 없고 무난하면 됨""]}",ok,,1,644,103,1.449,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:14.209460+00:00
SQ0028,난 평소 클로에 EDP를 좋아하는데 비슷한 향수 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""클로에 EDP와 비슷한 향을 원함""]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""클로에 EDP와 비슷한 향을 원함""]}",ok,,1,620,81,1.244,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:15.453634+00:00
SQ0029,꽃향은 좋은데 로즈는 싫어,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""Rose""
  ],
  ""additional_requirements"": [
    ""꽃향은 선호""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""Rose""], ""additional_requirements"": [""꽃향은 선호""]}",ok,,1,611,83,1.354,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:16.807741+00:00
SQ0030,"나는 가벼우면서도 중성적인 향을 원해. 너무 달달하지 않고, 시원하면서도 너무 남성적이지 않은 향이 좋다. 참고로 기존에 사용하는 향수로는 조르지오 아르마니의 프리베 테 울롱 , 조말론 와일드 블루벨을 사용한다. 가격은 신경쓰지 말고 다양한 가격대 별로 추천해줘.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""neuter""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""가벼운 향"",
    ""중성적인 향"",
    ""너무 달달하지 않은 향"",
    ""시원한 느낌"",
    ""너무 남성적이지 않은 향"",
    ""기존에 사용: 조르지오 아르마니 프리베 테 울롱, 조말론 와일드 블루벨"",
    ""가격은 상관없음(다양한 가격대)""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""neuter""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""가벼운 향"", ""중성적인 향"", ""너무 달달하지 않은 향"", ""시원한 느낌"", ""너무 남성적이지 않은 향"", ""기존에 사용: 조르지오 아르마니 프리베 테 울롱, 조말론 와일드 블루벨"", ""가격은 상관없음(다양한 가격대)""]}",ok,,1,692,167,1.944,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:18.751870+00:00
SQ0031,나는 쎈 향은 안 좋아하는데 향수 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": ""LOW"",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": []
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": []}",ok,,1,615,69,1.397,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:20.150167+00:00
SQ0032,여름에 어울리는 숲 속에 온 듯한 향을 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [""summer""],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""여름에 어울리는, 숲 속에 온 듯한 향""]
}","{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""여름에 어울리는, 숲 속에 온 듯한 향""]}",ok,,1,618,85,1.161,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:21.311214+00:00
SQ0033,라이트한 시트러스향이 있으면 좋겠고 너무 달달한 향이 안나면 좋겠어. 잔향은 조오금 오래가는 편이 좋을거같아,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": ""MEDIUM""
  },
  ""avoid"": [
    ""too sweet""
  ],
  ""additional_requirements"": [
    ""light citrus scent"",
    ""not too sweet""
  ]
}","{""scent_preference"": [""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": ""MEDIUM""}, ""avoid"": [""too sweet""], ""additional_requirements"": [""light citrus scent"", ""not too sweet""]}",ok,,1,642,99,1.316,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:22.626835+00:00
SQ0034,우디향이나 코튼 향 좋아합니다,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [""woody"", ""cotton""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": []
}","{""scent_preference"": [""woody"", ""cotton""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": []}",ok,,1,609,74,1.384,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:24.010929+00:00
SQ0035,전체적으로는 달달한 향이면 좋겠고 캐주얼룩에도 어울리면 좋겠어. 여름에 쓸 거니까 너무 과하게 달지 않은 향으로 추천해줘. 여름을 중심으로 4계절 내내 쓸 수 있으면 좋겠어. 우디향과 레이어드 할 거니까 조합까지 생각해서.,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""Vanilla""
  ],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""전체적으로 달달한 향"",
    ""너무 과하게 달지 않은 향"",
    ""캐주얼룩에 어울림"",
    ""우디향과 레이어드 할 것"",
    ""여름 중심으로 4계절 내내 사용 가능하면 좋겠음"",
    ""조합까지 생각해서""
  ]
}","{""scent_preference"": [""Vanilla""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""전체적으로 달달한 향"", ""너무 과하게 달지 않은 향"", ""캐주얼룩에 어울림"", ""우디향과 레이어드 할 것"", ""여름 중심으로 4계절 내내 사용 가능하면 좋겠음"", ""조합까지 생각해서""]}",ok,,1,680,153,1.544,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:25.555214+00:00
SQ0036,넵!,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": []
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": []}",ok,,1,603,67,1.126,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:26.681022+00:00
SQ0037,여름이니까 가벼운 향을 추천받고 싶어. 약간 비누향도 좋고. 여성스러운 느낌이면좋겠어. 가격은 5만원 아래로. 향이 오래 가면 좋겠다.,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": [
      ""female""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": ""HIGH""
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""light scent"",
    ""slightly soap-like scent"",
    ""feminine feel"",
    ""price under 50000 won""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": [""female""]}, ""performance"": {""intensity"": """", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""light scent"", ""slightly soap-like scent"", ""feminine feel"", ""price under 50000 won""]}",ok,,1,650,112,1.774,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:28.454650+00:00
SQ0038,"자연계열 향수 좋아하고 특히 우디계열 좋아해. 바닐라처럼 달거나 파우더리한 향은 선호하지 않아. 좋아하는 향은 톰포드 오우드, 조말론 씨 솔트 앤 베르가못 좋아하는데, 이런 느낌으로 봄/여름에 뿌리기 좋은 향수 추천해줘",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [""woody"", ""Oud"", ""Bergamot"", ""salt""],
  ""context"": {
    ""season"": [""spring"", ""summer""],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [""Vanilla"", ""powdery""],
  ""additional_requirements"": [""Tom Ford Oud, Jo Malone Sea Salt & Bergamot 같은 느낌"", ""봄/여름에 뿌리기 좋은 향수""]
}","{""scent_preference"": [""woody"", ""Oud"", ""Bergamot"", ""salt""], ""context"": {""season"": [""spring"", ""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""Vanilla"", ""powdery""], ""additional_requirements"": [""Tom Ford Oud, Jo Malone Sea Salt & Bergamot 같은 느낌"", ""봄/여름에 뿌리기 좋은 향수""]}",ok,,1,683,125,1.576,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:30.030165+00:00
SQ0039,우디향 나는 20대 남자 향수 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [""male""]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""우디향"", ""20대 남자"", ""향수 추천""]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""우디향"", ""20대 남자"", ""향수 추천""]}",ok,,1,614,84,1.186,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:31.216345+00:00
SQ0040,너는 향수 전문가야. 나에게 향수를 추천해줘. 내가 원하는 향수의 향은 다음과 같아. [향수 정보] - 너무 진하지 않은 향 - 적당히 달콤하고 적당히 시원한 향 - [봄/여름/가을/겨울]에 어울리는 향 검색된 향수의 리뷰도 같이 검색해서 테이블 형태로 보여줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""너무 진하지 않은 향"",
    ""적당히 달콤한 향"",
    ""적당히 시원한 향"",
    ""봄/여름/가을/겨울에 어울리는 향""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""너무 진하지 않은 향"", ""적당히 달콤한 향"", ""적당히 시원한 향"", ""봄/여름/가을/겨울에 어울리는 향""]}",ok,,1,688,118,1.497,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:32.713166+00:00
SQ0041,산뜻하면서 바람이 불고 푸른색의 느낌이 나며 자유로운 향을 찾고있어 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""산뜻한 느낌"",
    ""바람이 부는 듯한 느낌"",
    ""푸른색의 느낌"",
    ""자유로운 향""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""산뜻한 느낌"", ""바람이 부는 듯한 느낌"", ""푸른색의 느낌"", ""자유로운 향""]}",ok,,1,628,102,1.466,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:34.179618+00:00
SQ0042,"머스크향이 베이스에 깔렸으면 좋겠고, 플로럴 향도 조금 섞였으면 좋겠어. 너무 스파이시한거는 불호이고 잔향이 은은했으면 좋겠어. 너무 빨리 발향 되는건 싫으니 지속력이 좋은거로 브랜드랑 향 추천 종류별로 부탁해.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""Musk"",
    ""floral""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": ""HIGH""
  },
  ""avoid"": [
    ""too spicy""
  ],
  ""additional_requirements"": [
    ""머스크향이 베이스에 깔렸으면 좋겠음"",
    ""플로럴 향도 조금 섞였으면 좋겠음"",
    ""잔향이 은은했으면 좋겠음"",
    ""너무 빨리 발향되는 건 싫음"",
    ""지속력이 좋은 브랜드로 추천"",
    ""향 추천 종류별로 요청""
  ]
}","{""scent_preference"": [""Musk"", ""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": ""HIGH""}, ""avoid"": [""too spicy""], ""additional_requirements"": [""머스크향이 베이스에 깔렸으면 좋겠음"", ""플로럴 향도 조금 섞였으면 좋겠음"", ""잔향이 은은했으면 좋겠음"", ""너무 빨리 발향되는 건 싫음"", ""지속력이 좋은 브랜드로 추천"", ""향 추천 종류별로 요청""]}",ok,,1,678,169,2.2,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:36.379474+00:00
SQ0043,"데일리로 가볍게 쓸 수 있는 향수를 찾고 싶어. 나는 학생이라 가격대가 그렇게 높은 것은 부담스럽고, 10만원대 안팎으로 추천해줘. 향수를 많이 써본 적이 없어서 향에 대해서 설명하는 메세지를 잘 몰라. 실제 향이랑 향에 대한 설명이 매치되지 않아. 일단 좋아하는 냄새는 비누향, 코튼향인것 같고 특히 싫어했던 냄새는 장미향인 것 같아. 향수를 뿌렸을 때, 깨끗하고 여성스러운 이미지로 보였으면 좋겠어. 그리고 밀폐된 강의실에서도 사용해도 주변 사람에게 부담스럽지 않을 정도면 좋겠어. 여름이랑 겨울에 각각 사용할만한 향수를 추천해줘.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""Clean"",
    ""Cotton"",
    ""Soap""
  ],
  ""context"": {
    ""season"": [
      ""summer"",
      ""winter""
    ],
    ""daypart"": [
      ""day""
    ],
    ""gender"": [
      ""female""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""Rose""
  ],
  ""additional_requirements"": [
    ""daily로 가볍게 사용"",
    ""학생이라 가격대가 부담스럽지 않아 10만원대 안팎 선호"",
    ""향 설명이 실제 향과 매치되었으면 좋겠음"",
    ""밀폐된 강의실에서도 주변 사람에게 부담스럽지 않을 정도""
  ]
}","{""scent_preference"": [""Clean"", ""Cotton"", ""Soap""], ""context"": {""season"": [""summer"", ""winter""], ""daypart"": [""day""], ""gender"": [""female""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""Rose""], ""additional_requirements"": [""daily로 가볍게 사용"", ""학생이라 가격대가 부담스럽지 않아 10만원대 안팎 선호"", ""향 설명이 실제 향과 매치되었으면 좋겠음"", ""밀폐된 강의실에서도 주변 사람에게 부담스럽지 않을 정도""]}",ok,,1,782,178,1.791,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:38.170914+00:00
SQ0044,너무 달지 않고 피코디아말피는 여름 느낌인데 겨울 느낌 나는 향 추천해줘.,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""너무 달지 않게""
  ],
  ""additional_requirements"": [
    ""피코디아말피는 여름 느낌인데 겨울 느낌 나는 향""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""너무 달지 않게""], ""additional_requirements"": [""피코디아말피는 여름 느낌인데 겨울 느낌 나는 향""]}",ok,,1,625,99,1.456,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:39.627018+00:00
SQ0045,"나 바카라루쥬, 어벤투스, 포비앤바알리 좋아하는데 내가 좋아하는 향이 무엇인지 정리해주고 내가 좋아할만한 향 추천해줘.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""좋아하는 향수: 바카라루쥬"",
    ""좋아하는 향수: 어벤투스"",
    ""좋아하는 향수: 포비앤바알리"",
    ""좋아하는 향이 무엇인지 정리 및 추천 요청""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""좋아하는 향수: 바카라루쥬"", ""좋아하는 향수: 어벤투스"", ""좋아하는 향수: 포비앤바알리"", ""좋아하는 향이 무엇인지 정리 및 추천 요청""]}",ok,,1,643,126,1.646,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:41.272789+00:00
SQ0046,"꽃 향기가 나면 좋겠는데, 달달한 정도를 1~5점으로 표현했을 때, 3정도였으면 좋겠고 알싸한 정도는 거의 없으면 좋겠어. 장미향 같은 향도 좋고 대부분의 꽃향기면 다 좋아. 이와 유사한 향을 가진 향수의 종류가 무엇이 있을까?",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""Rose"",
    ""floral""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""almost no 알싸한""
  ],
  ""additional_requirements"": [
    ""달달한 정도 1~5 중 3정도"",
    ""대부분의 꽃향기면 다 선호""
  ]
}","{""scent_preference"": [""Rose"", ""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""almost no 알싸한""], ""additional_requirements"": [""달달한 정도 1~5 중 3정도"", ""대부분의 꽃향기면 다 선호""]}",ok,,1,681,119,1.612,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:42.884628+00:00
SQ0047,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향이 들어간 향수를 추천해줘.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [""Clean soap"", ""Musk"", ""Woody""],
  ""context"": {
    ""season"": [""summer""],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""가볍고 시원한 느낌""]
}","{""scent_preference"": [""Clean soap"", ""Musk"", ""Woody""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""가볍고 시원한 느낌""]}",ok,,1,639,89,1.516,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:44.400527+00:00
SQ0048,여름에 레이어링할 가볍고 상쾌한 향의 향수를 추천해줘,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [""summer""],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""layering"", ""light"", ""fresh""]
}","{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""layering"", ""light"", ""fresh""]}",ok,,1,623,78,1.326,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:45.726752+00:00
SQ0049,랄프로렌 스타일과 어울리는 향수는?,survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""랄프로렌 스타일과 어울리는 향수""
  ]
}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""랄프로렌 스타일과 어울리는 향수""]}",ok,,1,613,83,1.076,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:46.803617+00:00
SQ0050,"상큼하고 밝은 향을 원해, 무게감이 가벼운 향을 선호하고 이끼, 물비린내는 안좋아해 가장 선호하는 향 종류는 시트러스, 우디, 레몬 계열이고 달달한 느낌은 선호하지 않아",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [""citrus"", ""woody"", ""lemon""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [""moss"", ""fishy/marine odor"", ""sweet/dulcet""],
  ""additional_requirements"": [""fresh and bright scent"", ""lightweight feeling"", ""not sweet""]
}","{""scent_preference"": [""citrus"", ""woody"", ""lemon""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""moss"", ""fishy/marine odor"", ""sweet/dulcet""], ""additional_requirements"": [""fresh and bright scent"", ""lightweight feeling"", ""not sweet""]}",ok,,1,663,99,1.87,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:48.674036+00:00
SQ0051,"너는 최고급 니치 향수 전문 컨설턴트야. 내가 좋아하는 향을 설명해 줄테니까, 이 향의 핵심 포인트를 정확히 이해하고 나와 어울리는 향수를 추천해줘. [내가 좋아하는 향수 포인트] - 톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향 - 과하지 않은 은은한 복숭아 향 - 단순한 비누향이 아닌, 니치 향수 특유의 깊고 크리미한 잔향 위의 포인트와 결이 비슷한 향수 3가지를 추천해 줘. 각 향수마다 왜 이 향수를 골랐는지, 그리고 어떤 매력이 있는지 자세히 설명해 줬으면 좋겠어.",survey_2026_08,UNASSIGNED,"{
  ""scent_preference"": [
    ""citrus"",
    ""clean cotton"",
    ""peach"",
    ""creamy""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""톡 쏘는 듯한 청량함"",
    ""방금 막 세탁된 코튼 향처럼 깨끗한 공기 향"",
    ""과하지 않은 은은한 복숭아 향"",
    ""단순 비누향이 아닌 니치 향수 특유의 깊고 크리미한 잔향"",
    ""크리미한 잔향 위에 포인트와 결이 비슷한 향수""
  ]
}","{""scent_preference"": [""citrus"", ""clean cotton"", ""peach"", ""creamy""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""톡 쏘는 듯한 청량함"", ""방금 막 세탁된 코튼 향처럼 깨끗한 공기 향"", ""과하지 않은 은은한 복숭아 향"", ""단순 비누향이 아닌 니치 향수 특유의 깊고 크리미한 잔향"", ""크리미한 잔향 위에 포인트와 결이 비슷한 향수""]}",ok,,1,779,187,1.854,gpt-5.4-nano,4f0a368d98b413384935d4bb54d36d19b60895904d16733d526a1a82737cc493,2026-09-12T13:00:50.529452+00:00
