query_id,query_type,query,resolution_status,resolution_rate,rank,perfume_id,name,brand,final_score,base_match_score,evidence_coverage,accord_match,note_match,season_match,daypart_match,popularity_magnitude,popularity_quartile,explanation,all_conditions_satisfied
Q047,NOTE_ONLY,Cardamom 노트가 느껴지는 향,RESOLVED,1.0,9,10931,Il Homme,Zara,1.0,1.0,1.0,,1.0,,,273.0,Q3,이 향수의 계산 근거는 Cardamom Note 포함입니다.,True
Q047,NOTE_ONLY,Cardamom 노트가 느껴지는 향,RESOLVED,1.0,10,10938,Arunima,Strange Invisible Perfumes,1.0,1.0,1.0,,1.0,,,178.0,Q3,이 향수의 계산 근거는 Cardamom Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,1,9,Eau des Merveilles,Hermès,1.0,1.0,1.0,,1.0,,,28057.0,Q4,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,2,14,Arpege Pour Homme,Lanvin,1.0,1.0,1.0,,1.0,,,3167.0,Q4,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,3,10602,Six Scents Series Three 3 Junn.J: Can't Smell Fear,Six Scents,1.0,1.0,1.0,,1.0,,,136.0,Q3,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,4,10610,Madras,ID Parfums,1.0,1.0,1.0,,1.0,,,278.0,Q3,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,5,10674,ITISLOVE Intense,Salvador Dali,1.0,1.0,1.0,,1.0,,,573.0,Q4,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,6,10694,Fragranza Nº 5 Anthemis Nobilis,Ex Floribus Vinis,1.0,1.0,1.0,,1.0,,,47.0,Q2,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,7,10698,Luludi - Fiori Nomadi,Segreti di Lucca,1.0,1.0,1.0,,1.0,,,38.0,Q2,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,8,10768,Chant De Bois,Le Labo,1.0,1.0,1.0,,1.0,,,314.0,Q3,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,9,10885,Armani Privé Ambre Orient,Giorgio Armani,1.0,1.0,1.0,,1.0,,,2695.0,Q4,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q048,NOTE_ONLY,Pink Pepper 노트가 느껴지는 향,RESOLVED,1.0,10,10887,Piazza di Spagna Uomo,Roccobarocco,1.0,1.0,1.0,,1.0,,,155.0,Q3,이 향수의 계산 근거는 Pink Pepper Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,1,5,J'adore Eau de Toilette 2002,Dior,1.0,1.0,1.0,,1.0,,,1482.0,Q4,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,2,9,Eau des Merveilles,Hermès,1.0,1.0,1.0,,1.0,,,28057.0,Q4,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,3,10171,L'Air du Temps by Starck,Nina Ricci,1.0,1.0,1.0,,1.0,,,543.0,Q4,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,4,10180,Aora,Faberlic,1.0,1.0,1.0,,1.0,,,1027.0,Q4,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,5,10181,Chateaux de la Loire,Faberlic,1.0,1.0,1.0,,1.0,,,1845.0,Q4,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,6,10184,Alatau,Faberlic,1.0,1.0,1.0,,1.0,,,1223.0,Q4,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,7,10187,Eternal Grace,Philosophy,1.0,1.0,1.0,,1.0,,,350.0,Q3,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,8,10194,Cherry Blossom,MOR,1.0,1.0,1.0,,1.0,,,132.0,Q3,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,9,10195,Peony Flower,MOR,1.0,1.0,1.0,,1.0,,,101.0,Q3,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q049,NOTE_ONLY,Violet 노트가 느껴지는 향,RESOLVED,1.0,10,10234,Empress Jingu,DS&Durga,1.0,1.0,1.0,,1.0,,,110.0,Q3,이 향수의 계산 근거는 Violet Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,1,10096,Private Only for Men,IKKS,1.0,1.0,1.0,,1.0,,,31.0,Q2,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,2,10124,Eau du Soir 2010,Sisley,1.0,1.0,1.0,,1.0,,,201.0,Q3,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,3,10190,Bombshell,Victoria's Secret,1.0,1.0,1.0,,1.0,,,24467.0,Q4,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,4,10201,Amor Amor Absolu,Cacharel,1.0,1.0,1.0,,1.0,,,2723.0,Q4,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,5,10257,Vie de Chateau,Nicolai Parfumeur Createur,1.0,1.0,1.0,,1.0,,,872.0,Q4,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,6,10332,Miss Dupont,S.T. Dupont,1.0,1.0,1.0,,1.0,,,1040.0,Q4,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,7,10353,LIVE NOW Inspired by Shanghai,Mojo,1.0,1.0,1.0,,1.0,,,26.0,Q2,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,8,10368,Makeda,En Voyage Perfumes,1.0,1.0,1.0,,1.0,,,86.0,Q2,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,9,10386,Daphne,Lord's Jester,1.0,1.0,1.0,,1.0,,,148.0,Q3,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q050,NOTE_ONLY,Grapefruit 노트가 느껴지는 향,RESOLVED,1.0,10,10414,Sensual,Madonna Nudes 1979,1.0,1.0,1.0,,1.0,,,67.0,Q2,이 향수의 계산 근거는 Grapefruit Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,1,9708,Bluff,Lubin,1.0,1.0,1.0,,1.0,,,500.0,Q4,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,2,9711,Inedite,Lubin,1.0,1.0,1.0,,1.0,,,632.0,Q4,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,3,9715,Infusion d'Iris Eau de Toilette,Prada,1.0,1.0,1.0,,1.0,,,4551.0,Q4,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,4,9723,Radiance,Britney Spears,1.0,1.0,1.0,,1.0,,,6353.0,Q4,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,5,9744,Bois Plume,Esteban,1.0,1.0,1.0,,1.0,,,535.0,Q4,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,6,9745,Heidi Klum,LR,1.0,1.0,1.0,,1.0,,,124.0,Q3,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,7,9747,Heidi Klum Dreams,LR,1.0,1.0,1.0,,1.0,,,189.0,Q3,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,8,9750,Michael Schumacher,LR,1.0,1.0,1.0,,1.0,,,77.0,Q2,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,9,9778,Coffee Man,O Boticário,1.0,1.0,1.0,,1.0,,,2546.0,Q4,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q051,NOTE_ONLY,Iris 노트가 느껴지는 향,RESOLVED,1.0,10,9779,Sensuelle Essence,O Boticário,1.0,1.0,1.0,,1.0,,,270.0,Q3,이 향수의 계산 근거는 Iris Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,1,7,Equipage,Hermès,1.0,1.0,1.0,,1.0,,,6383.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,2,9,Eau des Merveilles,Hermès,1.0,1.0,1.0,,1.0,,,28057.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,3,10,Parfum des Merveilles,Hermès,1.0,1.0,1.0,,1.0,,,1192.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,4,11,Chanel N°19,Chanel,1.0,1.0,1.0,,1.0,,,18283.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,5,12,Cristalle Eau de Toilette,Chanel,1.0,1.0,1.0,,1.0,,,13756.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,6,15,Bandit,Robert Piguet,1.0,1.0,1.0,,1.0,,,12537.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,7,16,Habit Rouge Eau de Toilette,Guerlain,1.0,1.0,1.0,,1.0,,,18219.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,8,9041,Bleu de Chine,Marc de la Morandiere,1.0,1.0,1.0,,1.0,,,708.0,Q4,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,9,134511,Sileno,Manuel Attardi,1.0,1.0,1.0,,1.0,,,0.0,Q1,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q052,NOTE_ONLY,Oakmoss 노트가 느껴지는 향,RESOLVED,1.0,10,134512,Venus is a Boy,Manuel Attardi,1.0,1.0,1.0,,1.0,,,0.0,Q1,이 향수의 계산 근거는 Oakmoss Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,1,8582,1902 Tonique,Parfums Berdoues,1.0,1.0,1.0,,1.0,,,197.0,Q3,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,2,8585,1902 Lavande,Parfums Berdoues,1.0,1.0,1.0,,1.0,,,448.0,Q4,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,3,8694,Abeer,Rasasi,1.0,1.0,1.0,,1.0,,,216.0,Q3,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,4,8711,Tendenza,Van Gils,1.0,1.0,1.0,,1.0,,,388.0,Q4,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,5,8716,Hatem,Rasasi,1.0,1.0,1.0,,1.0,,,865.0,Q4,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,6,8717,Jaish,Rasasi,1.0,1.0,1.0,,1.0,,,246.0,Q3,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,7,8721,Tagreed,Rasasi,1.0,1.0,1.0,,1.0,,,256.0,Q3,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,8,8732,Ruh Al Teeb,Rasasi,1.0,1.0,1.0,,1.0,,,317.0,Q3,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,9,8735,Sharina,Rasasi,1.0,1.0,1.0,,1.0,,,1640.0,Q4,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q053,NOTE_ONLY,Geranium 노트가 느껴지는 향,RESOLVED,1.0,10,8762,Allegro con Brio,Cale Fragranze d’Autore,1.0,1.0,1.0,,1.0,,,344.0,Q3,이 향수의 계산 근거는 Geranium Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,1,8726,Mezyuna,Rasasi,1.0,1.0,1.0,,1.0,,,206.0,Q3,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,2,8759,Mistero,Cale Fragranze d’Autore,1.0,1.0,1.0,,1.0,,,544.0,Q4,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,3,8947,A Quiet Morning,Miller et Bertaux,1.0,1.0,1.0,,1.0,,,1764.0,Q4,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,4,9179,East Mid East,DS&Durga,1.0,1.0,1.0,,1.0,,,125.0,Q3,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,5,9186,Just Cavalli I Love Him,Roberto Cavalli,1.0,1.0,1.0,,1.0,,,451.0,Q4,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,6,9224,Aoud Leather,Montale,1.0,1.0,1.0,,1.0,,,9153.0,Q4,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,7,9241,Eau Duelle Eau de Toilette,Diptyque,1.0,1.0,1.0,,1.0,,,35247.0,Q4,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,8,9375,Life Threads Ruby,La Prairie,1.0,1.0,1.0,,1.0,,,610.0,Q4,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,9,9435,Desperado,Smell Bent,1.0,1.0,1.0,,1.0,,,82.0,Q2,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q054,NOTE_ONLY,Saffron 노트가 느껴지는 향,RESOLVED,1.0,10,9558,Aoud Musk,Montale,1.0,1.0,1.0,,1.0,,,5027.0,Q4,이 향수의 계산 근거는 Saffron Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,1,8516,Number Six,Caswell Massey,1.0,1.0,1.0,,1.0,,,528.0,Q4,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,2,8710,La Cologne Du Parfumeur,Guerlain,1.0,1.0,1.0,,1.0,,,1650.0,Q4,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,3,8822,Pink Bouquet,Bronnley,1.0,1.0,1.0,,1.0,,,143.0,Q3,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,4,8831,Rose Eau Fraiche,Bronnley,1.0,1.0,1.0,,1.0,,,112.0,Q3,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,5,8847,Lily of the Valley,Bronnley,1.0,1.0,1.0,,1.0,,,203.0,Q3,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,6,8960,Wild Berries,Keiko Mecheri,1.0,1.0,1.0,,1.0,,,1236.0,Q4,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,7,8988,Piece of Peace,Love Passport,1.0,1.0,1.0,,1.0,,,97.0,Q3,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,8,9099,Bleu de Chanel,Chanel,1.0,1.0,1.0,,1.0,,,75086.0,Q4,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,9,134508,Puffletuft’s White Milk,The Dua Brand,1.0,1.0,1.0,,1.0,,,0.0,Q1,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q055,NOTE_ONLY,White Musk 노트가 느껴지는 향,RESOLVED,1.0,10,134522,Blue Flame,INSENF,1.0,1.0,1.0,,1.0,,,0.0,Q1,이 향수의 계산 근거는 White Musk Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,1,8724,Al Maqam,Rasasi,1.0,1.0,1.0,,1.0,,,85.0,Q2,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,2,8734,Samia,Rasasi,1.0,1.0,1.0,,1.0,,,109.0,Q3,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,3,8737,Attar Mubakhar,Rasasi,1.0,1.0,1.0,,1.0,,,293.0,Q3,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,4,8770,Dhaneloudh Al Nafees,Rasasi,1.0,1.0,1.0,,1.0,,,168.0,Q3,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,5,8792,Silent Grove,DS&Durga,1.0,1.0,1.0,,1.0,,,357.0,Q3,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,6,8843,Lime & Bergamot,Bronnley,1.0,1.0,1.0,,1.0,,,254.0,Q3,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,7,8846,Hibiscus Eau Fraiche,Bronnley,1.0,1.0,1.0,,1.0,,,84.0,Q2,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,8,8960,Wild Berries,Keiko Mecheri,1.0,1.0,1.0,,1.0,,,1236.0,Q4,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,9,9111,Morris,Morris,1.0,1.0,1.0,,1.0,,,301.0,Q3,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q056,NOTE_ONLY,Woody Notes 노트가 느껴지는 향,RESOLVED,1.0,10,9422,Bois Blonds,Atelier Cologne,1.0,1.0,1.0,,1.0,,,3187.0,Q4,이 향수의 계산 근거는 Woody Notes Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,1,8425,Mahjoun,DSH Perfumes,1.0,1.0,1.0,,1.0,,,360.0,Q3,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,2,8446,The Color Orange,DSH Perfumes,1.0,1.0,1.0,,1.0,,,97.0,Q3,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,3,8460,Lotus Bambou,Acorelle,1.0,1.0,1.0,,1.0,,,225.0,Q3,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,4,8461,Orchidee Blanche,Acorelle,1.0,1.0,1.0,,1.0,,,202.0,Q3,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,5,8464,Verveine Agrumes,Acorelle,1.0,1.0,1.0,,1.0,,,150.0,Q3,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,6,8481,Collezione Privata Cashmere E Ambra,Pal Zileri,1.0,1.0,1.0,,1.0,,,285.0,Q3,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,7,8505,Honeysuckle,Caswell Massey,1.0,1.0,1.0,,1.0,,,243.0,Q3,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,8,8522,Michelsen's Bay Rum,Caswell Massey,1.0,1.0,1.0,,1.0,,,75.0,Q2,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,9,8524,West Indian Limes,Truefitt & Hill,1.0,1.0,1.0,,1.0,,,468.0,Q4,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q057,NOTE_ONLY,Orange 노트가 느껴지는 향,RESOLVED,1.0,10,8526,Spanish Leather,Truefitt & Hill,1.0,1.0,1.0,,1.0,,,419.0,Q4,이 향수의 계산 근거는 Orange Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,1,8216,CH Red & Gold,Carolina Herrera,1.0,1.0,1.0,,1.0,,,569.0,Q4,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,2,8221,Versailles,JoAnne Bassett,1.0,1.0,1.0,,1.0,,,59.0,Q2,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,3,8231,Art Collection by Jacomo #09,Jacomo,1.0,1.0,1.0,,1.0,,,822.0,Q4,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,4,8284,Ambro de Jacomo,Jacomo,1.0,1.0,1.0,,1.0,,,178.0,Q3,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,5,8295,Aoud,M. Micallef,1.0,1.0,1.0,,1.0,,,1025.0,Q4,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,6,8313,Gardenia,Penhaligon's,1.0,1.0,1.0,,1.0,,,2834.0,Q4,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,7,8320,Goddess Hommage a Greta Garbo,Grès,1.0,1.0,1.0,,1.0,,,628.0,Q4,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,8,8326,Les 4 Saisons: Black Sea,M. Micallef,1.0,1.0,1.0,,1.0,,,480.0,Q4,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,9,8332,Les 4 Saisons: Hiver,M. Micallef,1.0,1.0,1.0,,1.0,,,910.0,Q4,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q058,NOTE_ONLY,Cinnamon 노트가 느껴지는 향,RESOLVED,1.0,10,8360,Eros Fever,Corine de Farme,1.0,1.0,1.0,,1.0,,,37.0,Q2,이 향수의 계산 근거는 Cinnamon Note 포함입니다.,True
Q059,NOTE_ONLY,Peach 노트가 느껴지는 향,RESOLVED,1.0,1,6,Arpège,Lanvin,1.0,1.0,1.0,,1.0,,,18455.0,Q4,이 향수의 계산 근거는 Peach Note 포함입니다.,True
Q059,NOTE_ONLY,Peach 노트가 느껴지는 향,RESOLVED,1.0,2,8116,Giordani Gold Shine,Oriflame,1.0,1.0,1.0,,1.0,,,675.0,Q4,이 향수의 계산 근거는 Peach Note 포함입니다.,True
