query_id,query_text,source,source_row,review_status,split_status,memo
SQ0115,"향수를 하나 사고 싶은데 추천해줘. 평소에 사용할 수 있는 데일리 향수를 원하기 때문에 향은 많이 강하지 않은, 일상에서 사용할 수 있는 코튼향 또는 플로럴 향이었으면 좋겠어. 그렇지만 지속력은 최소 1시간은 되었으면 좋겠고, 가격도 10만원은 넘기지 않았으면 하고, 작은 용량 패키지가 있는 상품을 원해.",survey_2026_08,116,UNREVIEWED,UNASSIGNED,
SQ0116,여름에 잘 어울리는 향수는?,survey_2026_08,117,UNREVIEWED,UNASSIGNED,
SQ0117,"최근에 공연장에서 나랑 비슷한 어떤 또래 사람이 지나갔는데, 향수 향이 무척 좋았어. 그래서 물어봤더니 크리드 - 어벤투스 향수를 사용한다고 했는데, 가격이 좀 많이 비싸. 혹시 이와 비슷한 계열의 향을 가지면서 동시에 가격이 상대적으로 저렴한 향수가 있는지 궁금해.",survey_2026_08,118,UNREVIEWED,UNASSIGNED,
SQ0118,"너무 진하지 않으면서, 흔하지 않으면서, 유니크한 향수.",survey_2026_08,119,UNREVIEWED,UNASSIGNED,
SQ0119,네,survey_2026_08,120,UNREVIEWED,UNASSIGNED,
SQ0120,"20~30대 남성이 일상용으로 사용하기 좋은 향수를 찾고 있어. 화이트머스크 및 비누 향이 나는 향수를 찾고 있는데, 향이 너무 강하거나 자극적이지 않았으면 좋겠어.",survey_2026_08,121,UNREVIEWED,UNASSIGNED,
SQ0121,"플로럴 계열의 향을 좋아하고, 향이 너무 강하거나 무겁지 않았으면 좋겠어요. 은은하게 퍼지면서도 잔향이 오래 남아 금방 사라지지 않는 향을 원해요. 너무 흔하거나 뻔한 향보다는 은근히 분위기 있고 호감 가는 느낌이면 좋겠고, 무엇보다 지속력이 좋은 향수를 추천받고 싶어요.",survey_2026_08,122,UNREVIEWED,UNASSIGNED,
SQ0122,향수 살건데 여름에 어울리는 시원한 느낌이지만 너무 가볍지는 않았으면 좋겠고 꽃향이나 코를 찌르는 향 대신 부드럽고 잔향 좋은 향수 3개 추천해줘,survey_2026_08,123,UNREVIEWED,UNASSIGNED,
SQ0123,나랑 가장 잘 어울리는 향수가 궁금해,survey_2026_08,124,UNREVIEWED,UNASSIGNED,
SQ0124,"내가 향수는 좋아하지만 코가 예민해서 인공적인 향이나 과한 향수 냄새를 싫어해. 그래서 지속력은 좋으면서 잔잔하고 청량하면서 달달한 향이 나는 향수를 추천해줘 꽃향도 좋아. 단, 우드,장미,머스크,복숭아 향은 싫어",survey_2026_08,125,UNREVIEWED,UNASSIGNED,
SQ0125,네,survey_2026_08,126,UNREVIEWED,UNASSIGNED,
SQ0126,약간 나의 분위기랑 맞은 향은 뭘까,survey_2026_08,127,UNREVIEWED,UNASSIGNED,
SQ0127,흔하지 않으면서도 여성스러운 향. 달달한 느낌보다는 우디한 계열. 성숙하면서도 20대 중반의 밝은 느낌을 담았으면 좋겠음. 지속력이 강하기를 바람.,survey_2026_08,128,UNREVIEWED,UNASSIGNED,
SQ0128,묵직한데 아저씨같지는 않은 향수,survey_2026_08,129,UNREVIEWED,UNASSIGNED,
SQ0129,"시원한 향, 남성용, 땀 흘려도 괜찮은 향수가 필요합니다. 어떤 종류가 있나요?",survey_2026_08,130,UNREVIEWED,UNASSIGNED,
SQ0130,산뜻하고 숲속에 온 거 같은 피톤치드 가득한 느낌이 나는 향을 원해. 향수 추천해줘,survey_2026_08,131,UNREVIEWED,UNASSIGNED,
SQ0131,"첫 향은 달콤한데, 성숙하면서 좀 묵직한 꽃향의 향수",survey_2026_08,132,UNREVIEWED,UNASSIGNED,
SQ0132,나는 머스크 계열 향을 좋아하고 무겁지 않고 가벼운데 잔향은 오래 남는 포근한 느낌이 좋아. 상큼한 향도 괜찮아. 내 취향에 맞춰서 향수 추천해줘,survey_2026_08,133,UNREVIEWED,UNASSIGNED,
SQ0133,가볍고 향 맡으면 머리 안아픈 향을 추천해줘,survey_2026_08,134,UNREVIEWED,UNASSIGNED,
SQ0134,냄새 좋은거,survey_2026_08,135,UNREVIEWED,UNASSIGNED,
SQ0135,네.,survey_2026_08,136,UNREVIEWED,UNASSIGNED,
SQ0136,내가 원하는 향수는 향이 너무 강하지 않았으면 좋겠어. 향이 강해서 머리가 아픈적이 있었거든. 그리고 빨래향 같이 자연스러운 향이 좋아서 그런 계열의 향이었으면 좋겠어.,survey_2026_08,137,UNREVIEWED,UNASSIGNED,
SQ0137,은은하게 나는 향수. 깔끔하고 정갈한 냄새가 났으면 좋겠음. 레몬향이나 과일향에 가까운 향.,survey_2026_08,138,UNREVIEWED,UNASSIGNED,
SQ0138,예,survey_2026_08,139,UNREVIEWED,UNASSIGNED,
SQ0139,"나는 딥티크 롬브르단로와 비슷하게 장미 향수가 좋은데, 롬브르단로의 물향과 흙 냄새가 나는게 좋아. 근데 이렇게 플로럴 + 물 의 향조를 가진 향수들은 너무 여리거나 플로럴에 치중되어 있어서 마음에 들지 않아. 내가 좋아할만한 향수가 있을까? 파우더리하거나 머스크 향은 좋아하지 않아. 또 마음에 들었던 비슷한 향조의 향수로는 아쿠아디파르마 매그놀리아와 로에베 수틸레사가 있어.",survey_2026_08,140,UNREVIEWED,UNASSIGNED,
SQ0140,머스크를 베이스로 하는 대중적인 향수 3개 추천해줘,survey_2026_08,141,UNREVIEWED,UNASSIGNED,
SQ0141,중성적인 향수면서 가볍지 않은 향수 추천해줘.,survey_2026_08,142,UNREVIEWED,UNASSIGNED,
SQ0142,무화과 향이 나는 여성스러운향 추천해줘,survey_2026_08,143,UNREVIEWED,UNASSIGNED,
SQ0143,"중성적인 향을 좋아하는데, 너무 플로럴한 향이 아닌 시원한 향. 조말론 씨솔트 향도 좋은데 조금 다른 향이면 좋겠어 아쿠아 디파르마 미르토도 있어",survey_2026_08,144,UNREVIEWED,UNASSIGNED,
SQ0144,숲향 나는 향수 추천좀,survey_2026_08,145,UNREVIEWED,UNASSIGNED,
SQ0145,향이 강하지 않으면서 고급스럽고 오래 지속되는 향,survey_2026_08,146,UNREVIEWED,UNASSIGNED,
SQ0146,"최근 내가 어른스러워보이고싶어서, 커리어우먼에게 날 것 같은 멋진 느낌으로 너무 달달하지 않은 향수 추천해줘. 근데 남자 전용으로 for men이라고 나온 향수는 제외해줘. 만약 확인 가능하다면 잔향이오래 남을 수 있는 바텀 노트로 구성된 제품은 별도로 체크해줘",survey_2026_08,147,UNREVIEWED,UNASSIGNED,
SQ0147,넴,survey_2026_08,148,UNREVIEWED,UNASSIGNED,
SQ0148,은은하게 시원한 자연의 향이 느껴지면 좋겠어,survey_2026_08,149,UNREVIEWED,UNASSIGNED,
SQ0149,여자가 되는 향수를 추천해줘.,survey_2026_08,150,UNREVIEWED,UNASSIGNED,
SQ0150,"무화과처럼 달달한 향이 나지만, 너무 달달하기만 하진 않고 인위적이지 않은 은은한 향이 나는 향수 추천해줘.",survey_2026_08,151,UNREVIEWED,UNASSIGNED,
SQ0151,"인위적이지 않고, 자연 베이스 향이었으면 좋겠음 .플로헐 계열을 좋아하고 너무 풀 냄새가 강하지 않았으면 함. 호불호가 크게 없되 흔하지는 않은 향.",survey_2026_08,152,UNREVIEWED,UNASSIGNED,
SQ0152,넵,survey_2026_08,153,UNREVIEWED,UNASSIGNED,
SQ0153,향긋하고 약간 달콤 그리고 시원한느낌 은은한 향,survey_2026_08,154,UNREVIEWED,UNASSIGNED,
SQ0154,"가벼운 우디향과 머스크 향을 좋아해. 너무 무겁지 않고 산뜻한 느낌이면 좋을 것 같아. 가벼운 풀냄새도 괜찮고, 달달한 쪽은 바닐라 쪽도 좋아해",survey_2026_08,155,UNREVIEWED,UNASSIGNED,
SQ0155,평소에 은은하게 좋은향을 좋아해. 꽃 냄새인데 은은하게 좋은 냄새를 원해.,survey_2026_08,156,UNREVIEWED,UNASSIGNED,
